a,b,la,lb
<http://bk.sport.owl#vurnon-anita>,<http://bk.sport.owl#amsterdamsche-football-club-ajax-fc>,"vurnon anita"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#vurnon-anita>,<http://bk.sport.owl#amsterdamsche-football-club-ajax-fc>,"Anita","Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#fatjon-andoni>,<http://bk.sport.owl#ae-larisa>,"Fatjon Andoni"@en,"AE Larisa"@en
<http://bk.sport.owl#fatjon-andoni>,<http://bk.sport.owl#ae-larisa>,"fatjon andoni"@en,"AE Larisa"@en
<http://bk.sport.owl#roben-vezo>,<http://bk.sport.owl#valencia-cf>,"Vezo","Valencia CF"@en
<http://bk.sport.owl#fabian-piasecki>,<http://bk.sport.owl#miedz-legnica-\u00A0>,"Fabian Piasecki"@en,"Miedz Legnica \u00A0"@en
<http://bk.sport.owl#fabian-piasecki>,<http://bk.sport.owl#miedz-legnica-\u00A0>,"fabian piasecki"@en,"Miedz Legnica \u00A0"@en
<http://bk.sport.owl#koray-g\u00FCnter>,<http://bk.sport.owl#genoa-cfc>,"Koray G\u00FCnter"@en,"Genoa CFC"@en
<http://bk.sport.owl#karim-bellarabi>,<http://bk.sport.owl#bayer-04-leverkusen>,"Karim Bellarabi"@en,"Bayer 04 Leverkusen"@en
<http://bk.sport.owl#karim-bellarabi>,<http://bk.sport.owl#bayer-04-leverkusen>,"karim bellarabi"@en,"Bayer 04 Leverkusen"@en
<http://bk.sport.owl#karim-bellarabi>,<http://bk.sport.owl#bayer-04-leverkusen>,"Bellarabi","Bayer 04 Leverkusen"@en
<http://bk.sport.owl#alexandru-ionita>,<http://bk.sport.owl#cfr-cluj>,"alexandru ionita"@en,"CFR Cluj"@en
<http://bk.sport.owl#alexandru-ionita>,<http://bk.sport.owl#cfr-cluj>,"Alexandru Ionita"@en,"CFR Cluj"@en
<http://bk.sport.owl#mikko-sumusalo>,<http://bk.sport.owl#helsingin-jalkapalloklubi>,"Mikko Sumusalo"@en,"Helsingin Jalkapalloklubi"@en
<http://bk.sport.owl#mikko-sumusalo>,<http://bk.sport.owl#helsingin-jalkapalloklubi-fc>,"Mikko Sumusalo"@en,"Helsingin Jalkapalloklubi"@en
<http://bk.sport.owl#azdren-llullaku>,<http://bk.sport.owl#astra-giurgiu>,"Azdren Llullaku"@en,"Astra Giurgiu"@en
<http://bk.sport.owl#azdren-llullaku>,<http://bk.sport.owl#astra-giurgiu>,"azdren llullaku"@en,"Astra Giurgiu"@en
<http://bk.sport.owl#jozabed-s\u00E1nchez>,<http://bk.sport.owl#celta-de-vigo>,"Jozabed S\u00E1nchez"@en,"Celta de Vigo"@en
<http://bk.sport.owl#huseyin-ekici>,<http://bk.sport.owl#yeni-malatyaspor>,"huseyin ekici"@en,"Yeni Malatyaspor"@en
<http://bk.sport.owl#olaf-nowak>,<http://bk.sport.owl#zaglebie-lubin>,"olaf nowak"@en,"Zaglebie Lubin"@en
<http://bk.sport.owl#olaf-nowak>,<http://bk.sport.owl#zaglebie-lubin>,"Olaf Nowak"@en,"Zaglebie Lubin"@en
<http://bk.sport.owl#olaf-nowak>,<http://bk.sport.owl#zaglebie-sosnowiec-\u00A0>,"olaf nowak"@en,"Zaglebie Sosnowiec \u00A0"@en
<http://bk.sport.owl#olaf-nowak>,<http://bk.sport.owl#zaglebie-sosnowiec-\u00A0>,"Olaf Nowak"@en,"Zaglebie Sosnowiec \u00A0"@en
<http://bk.sport.owl#diogo-viana>,<http://bk.sport.owl#belenenses-sad>,"diogo viana"@en,"Belenenses SAD"@en
<http://bk.sport.owl#diogo-viana>,<http://bk.sport.owl#belenenses-sad>,"Diogo Viana"@en,"Belenenses SAD"@en
<http://bk.sport.owl#darijan-bojanic>,<http://bk.sport.owl#hammarby-if>,"darijan bojanic"@en,"Hammarby IF"@en
<http://bk.sport.owl#wilmar-barrios>,<http://bk.sport.owl#zenit-st.-petersburg>,"wilmar barrios"@en,"Zenit St. Petersburg"@en
<http://bk.sport.owl#sem-steijn>,<http://bk.sport.owl#vvv-venlo>,"Sem Steijn"@en,"VVV-Venlo"@en
<http://bk.sport.owl#sem-steijn>,<http://bk.sport.owl#vvv-venlo>,"sem steijn"@en,"VVV-Venlo"@en
<http://bk.sport.owl#stanislav-dostal>,<http://bk.sport.owl#fc-fastav-zlin>,"stanislav dostal"@en,"FC FASTAV Zlin"@en
<http://bk.sport.owl#stanislav-dostal>,<http://bk.sport.owl#fc-fastav-zlin>,"Stanislav Dostal"@en,"FC FASTAV Zlin"@en
<http://bk.sport.owl#andrei-marc>,<http://bk.sport.owl#concordia-chiajna>,"Andrei Marc"@en,"Concordia Chiajna"@en
<http://bk.sport.owl#andrei-marc>,<http://bk.sport.owl#concordia-chiajna>,"andrei marc"@en,"Concordia Chiajna"@en
<http://bk.sport.owl#dylan-bahamboula>,<http://bk.sport.owl#astra-giurgiu>,"Dylan Bahamboula"@en,"Astra Giurgiu"@en
<http://bk.sport.owl#nicol\u00F2-barella>,<http://bk.sport.owl#cagliari-calcio>,"Nicol\u00F2 Barella"@en,"Cagliari Calcio"@en
<http://bk.sport.owl#george-oakley>,<http://bk.sport.owl#hamilton-academical>,"george oakley"@en,"Hamilton Academical FC"@en
<http://bk.sport.owl#jean-k\u00E9vin-augustin>,<http://bk.sport.owl#rb-leipzig>,"Jean-K\u00E9vin Augustin"@en,"RB Leipzig"@en
<http://bk.sport.owl#david-bartek>,<http://bk.sport.owl#fc-bohemians-prag-1905>,"david bartek"@en,"FC Bohemians Prag 1905"@en
<http://bk.sport.owl#david-bartek>,<http://bk.sport.owl#fc-bohemians-prag-1905>,"David Bartek"@en,"FC Bohemians Prag 1905"@en
<http://bk.sport.owl#felix-klaus>,<http://bk.sport.owl#hannover-96>,"Felix Klaus"@en,"Hannover 96"@en
<http://bk.sport.owl#felix-klaus>,<http://bk.sport.owl#hannover-96>,"felix klaus"@en,"Hannover 96"@en
<http://bk.sport.owl#felix-klaus>,<http://bk.sport.owl#hannover-96>,"Klaus","Hannover 96"@en
<http://bk.sport.owl#felix-klaus>,<http://bk.sport.owl#sc-freiburg>,"Felix Klaus"@en,"SC Freiburg"@en
<http://bk.sport.owl#felix-klaus>,<http://bk.sport.owl#sc-freiburg>,"felix klaus"@en,"SC Freiburg"@en
<http://bk.sport.owl#felix-klaus>,<http://bk.sport.owl#sc-freiburg>,"Klaus","SC Freiburg"@en
<http://bk.sport.owl#felix-klaus>,<http://bk.sport.owl#vfl-wolfsburg>,"Felix Klaus"@en,"VfL Wolfsburg"@en
<http://bk.sport.owl#felix-klaus>,<http://bk.sport.owl#vfl-wolfsburg>,"felix klaus"@en,"VfL Wolfsburg"@en
<http://bk.sport.owl#felix-klaus>,<http://bk.sport.owl#vfl-wolfsburg>,"Klaus","VfL Wolfsburg"@en
<http://bk.sport.owl#samuel-owusu>,<http://bk.sport.owl#fk-cukaricki>,"Samuel Owusu"@en,"FK Cukaricki"@en
<http://bk.sport.owl#samuel-owusu>,<http://bk.sport.owl#fk-cukaricki>,"samuel owusu"@en,"FK Cukaricki"@en
<http://bk.sport.owl#ben-amos>,<http://bk.sport.owl#manchester-united-fc>,"Ben Amos"@en,"Manchester United"@en
<http://bk.sport.owl#ben-amos>,<http://bk.sport.owl#manchester-united>,"Ben Amos"@en,"Manchester United"@en
<http://bk.sport.owl#matt\u00E9o-guendouzi>,<http://bk.sport.owl#arsenal>,"Matt\u00E9o Guendouzi"@en,"Arsenal FC"@en
<http://bk.sport.owl#matt\u00E9o-guendouzi>,<http://bk.sport.owl#arsenal>,"Matt\u00E9o Guendouzi"@en,"Arsenal"@en
<http://bk.sport.owl#louis-beyer>,<http://bk.sport.owl#borussia-m\u00F6nchengladbach>,"Louis Beyer"@en,"Borussia M\u00F6nchengladbach"@en
<http://bk.sport.owl#dean-parrett>,<http://bk.sport.owl#stevenage>,"Dean Parrett"@en,"Stevenage"@en
<http://bk.sport.owl#emrah-bassan>,<http://bk.sport.owl#b\u00FCy\u00FCksehir-belediye-erzurumspor-\u00A0>,"Emrah Bassan"@en,"B\u00FCy\u00FCksehir Belediye Erzurumspor \u00A0"@en
<http://bk.sport.owl#emrah-bassan>,<http://bk.sport.owl#b\u00FCy\u00FCksehir-belediye-erzurumspor-\u00A0>,"emrah bassan"@en,"B\u00FCy\u00FCksehir Belediye Erzurumspor \u00A0"@en
<http://bk.sport.owl#ryan-mcgowan>,<http://bk.sport.owl#dundee>,"ryan mcgowan"@en,"Dundee FC"@en
<http://bk.sport.owl#ceyhun-golselam>,<http://bk.sport.owl#hannover-96>,"Golselam","Hannover 96"@en
<http://bk.sport.owl#sean-murray>,<http://bk.sport.owl#watford-fc>,"Sean Murray"@en,"Watford"@en
<http://bk.sport.owl#sean-murray>,<http://bk.sport.owl#watford>,"Sean Murray"@en,"Watford FC"@en
<http://bk.sport.owl#sean-murray>,<http://bk.sport.owl#watford>,"Sean Murray"@en,"Watford"@en
<http://bk.sport.owl#orest-lebedenko>,<http://bk.sport.owl#karpaty-lviv>,"Orest Lebedenko"@en,"Karpaty Lviv"@en
<http://bk.sport.owl#kosmas-tsilianidis>,<http://bk.sport.owl#asteras-tripolis>,"kosmas tsilianidis"@en,"Asteras Tripolis"@en
<http://bk.sport.owl#kosmas-tsilianidis>,<http://bk.sport.owl#asteras-tripolis>,"Kosmas Tsilianidis"@en,"Asteras Tripolis"@en
<http://bk.sport.owl#bartosz-salamon>,<http://bk.sport.owl#uc-sampdoria>,"bartosz salamon"@en,"UC Sampdoria"@en
<http://bk.sport.owl#bartosz-salamon>,<http://bk.sport.owl#uc-sampdoria>,"Salamon","UC Sampdoria"@en
<http://bk.sport.owl#bartosz-salamon>,<http://bk.sport.owl#frosinone-calcio-\u00A0>,"bartosz salamon"@en,"Frosinone Calcio \u00A0"@en
<http://bk.sport.owl#bartosz-salamon>,<http://bk.sport.owl#frosinone-calcio-\u00A0>,"Salamon","Frosinone Calcio \u00A0"@en
<http://bk.sport.owl#evgeni-kharin>,<http://bk.sport.owl#akhmat-grozny>,"Evgeni Kharin"@en,"Akhmat Grozny"@en
<http://bk.sport.owl#evgeni-kharin>,<http://bk.sport.owl#akhmat-grozny>,"evgeni kharin"@en,"Akhmat Grozny"@en
<http://bk.sport.owl#thomas-tour\u00E9>,<http://bk.sport.owl#sco-angers>,"Thomas Tour\u00E9"@en,"SCO Angers"@en
<http://bk.sport.owl#ezequiel-munoz>,<http://bk.sport.owl#cd-legan\u00E9s>,"ezequiel munoz"@en,"CD Legan\u00E9s"@en
<http://bk.sport.owl#jacob-lungi-sorensen>,<http://bk.sport.owl#esbjerg-fb>,"jacob lungi sorensen"@en,"Esbjerg fB"@en
<http://bk.sport.owl#apostolos-skondras>,<http://bk.sport.owl#pas-giannina>,"apostolos skondras"@en,"PAS Giannina"@en
<http://bk.sport.owl#apostolos-skondras>,<http://bk.sport.owl#pas-giannina>,"Apostolos Skondras"@en,"PAS Giannina"@en
<http://bk.sport.owl#manolis-papasterianos>,<http://bk.sport.owl#ofi-crete-\u00A0>,"Manolis Papasterianos"@en,"OFI Crete \u00A0"@en
<http://bk.sport.owl#manolis-papasterianos>,<http://bk.sport.owl#ofi-crete-\u00A0>,"manolis papasterianos"@en,"OFI Crete \u00A0"@en
<http://bk.sport.owl#manolis-papasterianos>,<http://bk.sport.owl#ofi-crete>,"Manolis Papasterianos"@en,"OFI Crete"@en
<http://bk.sport.owl#manolis-papasterianos>,<http://bk.sport.owl#ofi-crete>,"manolis papasterianos"@en,"OFI Crete"@en
<http://bk.sport.owl#sinan-g\u00FCm\u00FCs>,<http://bk.sport.owl#galatasaray-sk>,"Sinan G\u00FCm\u00FCs"@en,"Galatasaray SK"@en
<http://bk.sport.owl#emanuele-calai\u00F2>,<http://bk.sport.owl#parma-calcio-1913-\u00A0>,"Emanuele Calai\u00F2"@en,"Parma Calcio 1913 \u00A0"@en
<http://bk.sport.owl#oleg-shatov>,<http://bk.sport.owl#zenit-st.-petersburg>,"oleg shatov"@en,"Zenit St. Petersburg"@en
<http://bk.sport.owl#oleg-shatov>,<http://bk.sport.owl#zenit-st.-petersburg>,"Oleg Shatov"@en,"Zenit St. Petersburg"@en
<http://bk.sport.owl#mate-males>,<http://bk.sport.owl#cfr-cluj>,"Mate Males"@en,"CFR Cluj"@en
<http://bk.sport.owl#mate-males>,<http://bk.sport.owl#cfr-cluj>,"mate males"@en,"CFR Cluj"@en
<http://bk.sport.owl#nicky-cadden>,<http://bk.sport.owl#livingston-\u00A0>,"Nicky Cadden"@en,"Livingston FC \u00A0"@en
<http://bk.sport.owl#nicky-cadden>,<http://bk.sport.owl#livingston-\u00A0>,"nicky cadden"@en,"Livingston FC \u00A0"@en
<http://bk.sport.owl#roderick-miller>,<http://bk.sport.owl#cd-feirense>,"Roderick Miller"@en,"CD Feirense"@en
<http://bk.sport.owl#james-king>,<http://bk.sport.owl#bradford-city-fc>,"James King"@en,"Bradford City"@en
<http://bk.sport.owl#james-king>,<http://bk.sport.owl#bradford-city>,"James King"@en,"Bradford City"@en
<http://bk.sport.owl#jakub-jankto>,<http://bk.sport.owl#uc-sampdoria>,"Jakub Jankto"@en,"UC Sampdoria"@en
<http://bk.sport.owl#jakub-jankto>,<http://bk.sport.owl#uc-sampdoria>,"jakub jankto"@en,"UC Sampdoria"@en
<http://bk.sport.owl#eldis-bajrami>,<http://bk.sport.owl#skn-st.-p\u00F6lten>,"Eldis Bajrami"@en,"SKN St. P\u00F6lten"@en
<http://bk.sport.owl#eldis-bajrami>,<http://bk.sport.owl#skn-st.-p\u00F6lten>,"eldis bajrami"@en,"SKN St. P\u00F6lten"@en
<http://bk.sport.owl#jos\u00E9-\u00E1ngel>,<http://bk.sport.owl#sd-eibar>,"Jos\u00E9 \u00C1ngel"@en,"SD Eibar"@en
<http://bk.sport.owl#duje-caleta-car>,<http://bk.sport.owl#olympique-marseille>,"duje caleta car"@en,"Olympique Marseille"@en
<http://bk.sport.owl#duje-caleta-car>,<http://bk.sport.owl#olympique-marseille>,"Duje Caleta-Car"@en,"Olympique Marseille"@en
<http://bk.sport.owl#jose-pozo>,<http://bk.sport.owl#rayo-vallecano-\u00A0>,"jose pozo"@en,"Rayo Vallecano \u00A0"@en
<http://bk.sport.owl#troels-klove>,<http://bk.sport.owl#odense-boldklub>,"troels klove"@en,"Odense Boldklub"@en
<http://bk.sport.owl#sergi-palencia>,<http://bk.sport.owl#fc-girondins-bordeaux>,"sergi palencia"@en,"FC Girondins Bordeaux"@en
<http://bk.sport.owl#sergi-palencia>,<http://bk.sport.owl#fc-girondins-bordeaux>,"Sergi Palencia"@en,"FC Girondins Bordeaux"@en
<http://bk.sport.owl#samu-garc\u00EDa>,<http://bk.sport.owl#levante-ud>,"Samu Garc\u00EDa"@en,"Levante UD"@en
<http://bk.sport.owl#jonathan-panzo>,<http://bk.sport.owl#as-monaco>,"Jonathan Panzo"@en,"AS Monaco"@en
<http://bk.sport.owl#andy-mangan>,<http://bk.sport.owl#shrewsbury-town>,"Andy Mangan"@en,"Shrewsbury Town"@en
<http://bk.sport.owl#andy-mangan>,<http://bk.sport.owl#shrewsbury-town-fc>,"Andy Mangan"@en,"Shrewsbury Town"@en
<http://bk.sport.owl#moussa-demb\u00E9l\u00E9>,<http://bk.sport.owl#olympique-lyon>,"Moussa Demb\u00E9l\u00E9"@en,"Olympique Lyon"@en
<http://bk.sport.owl#ross-turnbull>,<http://bk.sport.owl#chelsea>,"Ross Turnbull"@en,"Chelsea"@en
<http://bk.sport.owl#ross-turnbull>,<http://bk.sport.owl#chelsea>,"Ross Turnbull"@en,"Chelsea FC"@en
<http://bk.sport.owl#ross-turnbull>,<http://bk.sport.owl#chelsea-fc>,"Ross Turnbull"@en,"Chelsea"@en
<http://bk.sport.owl#yannick-thoelen>,<http://bk.sport.owl#kaa-gent>,"yannick thoelen"@en,"KAA Gent"@en
<http://bk.sport.owl#yannick-thoelen>,<http://bk.sport.owl#kaa-gent>,"Yannick Thoelen"@en,"KAA Gent"@en
<http://bk.sport.owl#nehuen-paz>,<http://bk.sport.owl#bologna-1909>,"nehuen paz"@en,"Bologna FC 1909"@en
<http://bk.sport.owl#ivan-tomicic>,<http://bk.sport.owl#nk-rudes>,"Ivan Tomicic"@en,"NK Rudes"@en
<http://bk.sport.owl#michel-salgado>,<http://bk.sport.owl#blackburn-rovers-fc>,"Michel Salgado"@en,"Blackburn Rovers"@en
<http://bk.sport.owl#michel-salgado>,<http://bk.sport.owl#blackburn-rovers>,"Michel Salgado"@en,"Blackburn Rovers"@en
<http://bk.sport.owl#cristian-balgradean>,<http://bk.sport.owl#fcsb>,"Cristian Balgradean"@en,"FCSB"@en
<http://bk.sport.owl#cristian-balgradean>,<http://bk.sport.owl#fcsb>,"cristian balgradean"@en,"FCSB"@en
<http://bk.sport.owl#ren\u00E9-adler>,<http://bk.sport.owl#1.fsv-mainz-05>,"Ren\u00E9 Adler"@en,"1.FSV Mainz 05"@en
<http://bk.sport.owl#marvin-compper>,<http://bk.sport.owl#celtic>,"marvin compper"@en,"Celtic"@en
<http://bk.sport.owl#marvin-compper>,<http://bk.sport.owl#celtic>,"marvin compper"@en,"Celtic FC"@en
<http://bk.sport.owl#marvin-compper>,<http://bk.sport.owl#celtic>,"Marvin Compper"@en,"Celtic"@en
<http://bk.sport.owl#marvin-compper>,<http://bk.sport.owl#celtic>,"Marvin Compper"@en,"Celtic FC"@en
<http://bk.sport.owl#kenneth-vermeer>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Kenneth Vermeer"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#kenneth-vermeer>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"kenneth vermeer"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#kenneth-vermeer>,<http://bk.sport.owl#feyenoord-rotterdam>,"Kenneth Vermeer"@en,"Feyenoord Rotterdam"@en
<http://bk.sport.owl#kenneth-vermeer>,<http://bk.sport.owl#feyenoord-rotterdam>,"kenneth vermeer"@en,"Feyenoord Rotterdam"@en
<http://bk.sport.owl#kenneth-vermeer>,<http://bk.sport.owl#amsterdamsche-football-club-ajax-fc>,"Kenneth Vermeer"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#kenneth-vermeer>,<http://bk.sport.owl#amsterdamsche-football-club-ajax-fc>,"kenneth vermeer"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#recio>,<http://bk.sport.owl#cd-legan\u00E9s>,"Recio"@en,"CD Legan\u00E9s"@en
<http://bk.sport.owl#recio>,<http://bk.sport.owl#cd-legan\u00E9s>,"recio"@en,"CD Legan\u00E9s"@en
<http://bk.sport.owl#recio>,<http://bk.sport.owl#cd-legan\u00E9s>,"Recio","CD Legan\u00E9s"@en
<http://bk.sport.owl#recio>,<http://bk.sport.owl#malaga-fc>,"Recio"@en,"Malaga"@en
<http://bk.sport.owl#recio>,<http://bk.sport.owl#malaga-fc>,"recio"@en,"Malaga"@en
<http://bk.sport.owl#recio>,<http://bk.sport.owl#malaga-fc>,"Recio","Malaga"@en
<http://bk.sport.owl#recio>,<http://bk.sport.owl#malaga>,"Recio"@en,"Malaga"@en
<http://bk.sport.owl#recio>,<http://bk.sport.owl#malaga>,"recio"@en,"Malaga"@en
<http://bk.sport.owl#recio>,<http://bk.sport.owl#malaga>,"Recio","Malaga"@en
<http://bk.sport.owl#tom-glover>,<http://bk.sport.owl#helsingborgs-if-\u00A0>,"tom glover"@en,"Helsingborgs IF \u00A0"@en
<http://bk.sport.owl#lukas-hasalik>,<http://bk.sport.owl#fc-slovan-liberec>,"lukas hasalik"@en,"FC Slovan Liberec"@en
<http://bk.sport.owl#lukas-hasalik>,<http://bk.sport.owl#fc-slovan-liberec>,"Lukas Hasalik"@en,"FC Slovan Liberec"@en
<http://bk.sport.owl#r\u00E9ginal-goreux>,<http://bk.sport.owl#standard-li\u00E8ge>,"R\u00E9ginal Goreux"@en,"Standard Li\u00E8ge"@en
<http://bk.sport.owl#daniel-pik>,<http://bk.sport.owl#cracovia-krak\u00F3w>,"Daniel Pik"@en,"Cracovia Krak\u00F3w"@en
<http://bk.sport.owl#daniel-pik>,<http://bk.sport.owl#cracovia-krak\u00F3w>,"daniel pik"@en,"Cracovia Krak\u00F3w"@en
<http://bk.sport.owl#karol-swiderski>,<http://bk.sport.owl#jagiellonia-bialystok>,"Karol Swiderski"@en,"Jagiellonia Bialystok"@en
<http://bk.sport.owl#karol-swiderski>,<http://bk.sport.owl#jagiellonia-bialystok>,"karol swiderski"@en,"Jagiellonia Bialystok"@en
<http://bk.sport.owl#karol-swiderski>,<http://bk.sport.owl#paok-thessaloniki>,"Karol Swiderski"@en,"PAOK Thessaloniki"@en
<http://bk.sport.owl#karol-swiderski>,<http://bk.sport.owl#paok-thessaloniki>,"karol swiderski"@en,"PAOK Thessaloniki"@en
<http://bk.sport.owl#atiba-hutchinson>,<http://bk.sport.owl#besiktas-jk>,"atiba hutchinson"@en,"Besiktas JK"@en
<http://bk.sport.owl#atiba-hutchinson>,<http://bk.sport.owl#besiktas-jk>,"Atiba Hutchinson"@en,"Besiktas JK"@en
<http://bk.sport.owl#vinko-medjimorec>,<http://bk.sport.owl#slaven-belupo-koprivnica>,"Vinko Medjimorec"@en,"Slaven Belupo Koprivnica"@en
<http://bk.sport.owl#vinko-medjimorec>,<http://bk.sport.owl#slaven-belupo-koprivnica>,"vinko medjimorec"@en,"Slaven Belupo Koprivnica"@en
<http://bk.sport.owl#fausto-grillo>,<http://bk.sport.owl#g\u00F6ztepe>,"Fausto Grillo"@en,"G\u00F6ztepe"@en
<http://bk.sport.owl#fausto-grillo>,<http://bk.sport.owl#g\u00F6ztepe>,"fausto grillo"@en,"G\u00F6ztepe"@en
<http://bk.sport.owl#andre-pedrosa>,<http://bk.sport.owl#vit\u00F3ria-set\u00FAbal>,"andre pedrosa"@en,"Vit\u00F3ria Set\u00FAbal FC"@en
<http://bk.sport.owl#dylan-vente>,<http://bk.sport.owl#feyenoord-rotterdam>,"Dylan Vente"@en,"Feyenoord Rotterdam"@en
<http://bk.sport.owl#dylan-vente>,<http://bk.sport.owl#feyenoord-rotterdam>,"dylan vente"@en,"Feyenoord Rotterdam"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#chelsea>,"marko marin"@en,"Chelsea"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#chelsea>,"marko marin"@en,"Chelsea FC"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#chelsea>,"Marko Marin"@en,"Chelsea"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#chelsea>,"Marko Marin"@en,"Chelsea FC"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#chelsea>,"Marin","Chelsea"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#chelsea>,"Marin","Chelsea FC"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#red-star-belgrade>,"marko marin"@en,"Red Star Belgrade"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#red-star-belgrade>,"Marko Marin"@en,"Red Star Belgrade"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#red-star-belgrade>,"Marin","Red Star Belgrade"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#chelsea-fc>,"marko marin"@en,"Chelsea"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#chelsea-fc>,"Marko Marin"@en,"Chelsea"@en
<http://bk.sport.owl#marko-marin>,<http://bk.sport.owl#chelsea-fc>,"Marin","Chelsea"@en
<http://bk.sport.owl#dmytro-grishko>,<http://bk.sport.owl#olimpik-donetsk>,"Dmytro Grishko"@en,"Olimpik Donetsk"@en
<http://bk.sport.owl#dever-orgill>,<http://bk.sport.owl#mke-ankarag\u00FCc\u00FC-\u00A0>,"Dever Orgill"@en,"MKE Ankarag\u00FCc\u00FC \u00A0"@en
<http://bk.sport.owl#dever-orgill>,<http://bk.sport.owl#mke-ankarag\u00FCc\u00FC-\u00A0>,"dever orgill"@en,"MKE Ankarag\u00FCc\u00FC \u00A0"@en
<http://bk.sport.owl#dever-orgill>,<http://bk.sport.owl#wolfsberger-ac>,"Dever Orgill"@en,"Wolfsberger AC"@en
<http://bk.sport.owl#dever-orgill>,<http://bk.sport.owl#wolfsberger-ac>,"dever orgill"@en,"Wolfsberger AC"@en
<http://bk.sport.owl#jo\u00E3o-cancelo>,<http://bk.sport.owl#juventus>,"Jo\u00E3o Cancelo"@en,"Juventus FC"@en
<http://bk.sport.owl#jo\u00E3o-cancelo>,<http://bk.sport.owl#juventus>,"Jo\u00E3o Cancelo"@en,"Juventus"@en
<http://bk.sport.owl#lorenzo-crisetig>,<http://bk.sport.owl#bologna-1909>,"Crisetig","Bologna FC 1909"@en
<http://bk.sport.owl#ondrej-lehoczki>,<http://bk.sport.owl#fc-slovan-liberec>,"ondrej lehoczki"@en,"FC Slovan Liberec"@en
<http://bk.sport.owl#alexandros-parras>,<http://bk.sport.owl#panetolikos-gfs>,"alexandros parras"@en,"Panetolikos GFS"@en
<http://bk.sport.owl#alexandros-parras>,<http://bk.sport.owl#panetolikos-gfs>,"Alexandros Parras"@en,"Panetolikos GFS"@en
<http://bk.sport.owl#pavel-chesnovski>,<http://bk.sport.owl#fc-bate-borisov-fc>,"Pavel Chesnovski"@en,"FC BATE Borisov"@en
<http://bk.sport.owl#pavel-chesnovski>,<http://bk.sport.owl#fc-bate-borisov>,"Pavel Chesnovski"@en,"FC BATE Borisov"@en
<http://bk.sport.owl#yannis-tafer>,<http://bk.sport.owl#fc-st.-gallen-1879>,"yannis tafer"@en,"FC St. Gallen 1879"@en
<http://bk.sport.owl#yannis-tafer>,<http://bk.sport.owl#fc-st.-gallen-1879>,"Yannis Tafer"@en,"FC St. Gallen 1879"@en
<http://bk.sport.owl#nicky-ajose>,<http://bk.sport.owl#leeds-united>,"Nicky Ajose"@en,"Leeds United"@en
<http://bk.sport.owl#nicky-ajose>,<http://bk.sport.owl#leeds-united-fc>,"Nicky Ajose"@en,"Leeds United"@en
<http://bk.sport.owl#benjamin-van-leer>,<http://bk.sport.owl#nac-breda>,"Benjamin van Leer"@en,"NAC Breda"@en
<http://bk.sport.owl#benjamin-van-leer>,<http://bk.sport.owl#nac-breda>,"benjamin van leer"@en,"NAC Breda"@en
<http://bk.sport.owl#aaron-martin>,<http://bk.sport.owl#1.fsv-mainz-05>,"aaron martin"@en,"1.FSV Mainz 05"@en
<http://bk.sport.owl#jason-lowe>,<http://bk.sport.owl#blackburn-rovers-fc>,"Jason Lowe"@en,"Blackburn Rovers"@en
<http://bk.sport.owl#jason-lowe>,<http://bk.sport.owl#blackburn-rovers>,"Jason Lowe"@en,"Blackburn Rovers"@en
<http://bk.sport.owl#dedryck-boyata>,<http://bk.sport.owl#bolton-wanderers-fc>,"dedryck boyata"@en,"Bolton Wanderers"@en
<http://bk.sport.owl#dedryck-boyata>,<http://bk.sport.owl#bolton-wanderers-fc>,"Dedryck Boyata"@en,"Bolton Wanderers"@en
<http://bk.sport.owl#dedryck-boyata>,<http://bk.sport.owl#celtic>,"dedryck boyata"@en,"Celtic"@en
