a,b,la,lb
<http://bk.sport.owl#olivier-ntcham>,<http://bk.sport.owl#celtic>,"olivier ntcham"@en,"Celtic"@en
<http://bk.sport.owl#olivier-ntcham>,<http://bk.sport.owl#celtic>,"olivier ntcham"@en,"Celtic FC"@en
<http://bk.sport.owl#olivier-ntcham>,<http://bk.sport.owl#celtic>,"Ntcham","Celtic"@en
<http://bk.sport.owl#olivier-ntcham>,<http://bk.sport.owl#celtic>,"Ntcham","Celtic FC"@en
<http://bk.sport.owl#olivier-ntcham>,<http://bk.sport.owl#genoa-cfc>,"Olivier Ntcham"@en,"Genoa CFC"@en
<http://bk.sport.owl#olivier-ntcham>,<http://bk.sport.owl#genoa-cfc>,"olivier ntcham"@en,"Genoa CFC"@en
<http://bk.sport.owl#olivier-ntcham>,<http://bk.sport.owl#genoa-cfc>,"Ntcham","Genoa CFC"@en
<http://bk.sport.owl#guram-tetrashvili>,<http://bk.sport.owl#anzhi-makhachkala>,"guram tetrashvili"@en,"Anzhi Makhachkala"@en
<http://bk.sport.owl#guram-tetrashvili>,<http://bk.sport.owl#anzhi-makhachkala>,"Guram Tetrashvili"@en,"Anzhi Makhachkala"@en
<http://bk.sport.owl#tom\u00E1s-podstawski>,<http://bk.sport.owl#pogon-szczecin>,"Tom\u00E1s Podstawski"@en,"Pogon Szczecin"@en
<http://bk.sport.owl#giannis-christopoulos>,<http://bk.sport.owl#asteras-tripolis>,"giannis christopoulos"@en,"Asteras Tripolis"@en
<http://bk.sport.owl#giannis-christopoulos>,<http://bk.sport.owl#asteras-tripolis>,"Giannis Christopoulos"@en,"Asteras Tripolis"@en
<http://bk.sport.owl#guessouma-fofana>,<http://bk.sport.owl#ea-guingamp>,"Guessouma Fofana"@en,"EA Guingamp"@en
<http://bk.sport.owl#guessouma-fofana>,<http://bk.sport.owl#ea-guingamp>,"guessouma fofana"@en,"EA Guingamp"@en
<http://bk.sport.owl#wilhelm-vorsager>,<http://bk.sport.owl#fc-admira-wacker-m\u00F6dling>,"Wilhelm Vorsager"@en,"FC Admira Wacker M\u00F6dling"@en
<http://bk.sport.owl#wilhelm-vorsager>,<http://bk.sport.owl#fc-admira-wacker-m\u00F6dling>,"wilhelm vorsager"@en,"FC Admira Wacker M\u00F6dling"@en
<http://bk.sport.owl#nikola-eskic>,<http://bk.sport.owl#fk-napredak-krusevac>,"nikola eskic"@en,"FK Napredak Krusevac"@en
<http://bk.sport.owl#nikola-eskic>,<http://bk.sport.owl#fk-napredak-krusevac>,"Nikola Eskic"@en,"FK Napredak Krusevac"@en
<http://bk.sport.owl#petr-reinberk>,<http://bk.sport.owl#1.fc-slov\u00E1cko>,"Petr Reinberk"@en,"1.FC Slov\u00E1cko"@en
<http://bk.sport.owl#petr-reinberk>,<http://bk.sport.owl#1.fc-slov\u00E1cko>,"petr reinberk"@en,"1.FC Slov\u00E1cko"@en
<http://bk.sport.owl#federico-ceccherini>,<http://bk.sport.owl#acf-fiorentina>,"Federico Ceccherini"@en,"ACF Fiorentina"@en
<http://bk.sport.owl#federico-ceccherini>,<http://bk.sport.owl#acf-fiorentina>,"federico ceccherini"@en,"ACF Fiorentina"@en
<http://bk.sport.owl#fatih-aksoy>,<http://bk.sport.owl#sivasspor>,"Fatih Aksoy"@en,"Sivasspor"@en
<http://bk.sport.owl#fatih-aksoy>,<http://bk.sport.owl#sivasspor>,"fatih aksoy"@en,"Sivasspor"@en
<http://bk.sport.owl#fatih-aksoy>,<http://bk.sport.owl#besiktas-jk>,"Fatih Aksoy"@en,"Besiktas JK"@en
<http://bk.sport.owl#fatih-aksoy>,<http://bk.sport.owl#besiktas-jk>,"fatih aksoy"@en,"Besiktas JK"@en
<http://bk.sport.owl#pasquale-schiattarella>,<http://bk.sport.owl#spal>,"pasquale schiattarella"@en,"SPAL"@en
<http://bk.sport.owl#pasquale-schiattarella>,<http://bk.sport.owl#spal>,"Pasquale Schiattarella"@en,"SPAL"@en
<http://bk.sport.owl#martin-sladky>,<http://bk.sport.owl#sk-sigma-olomouc>,"Martin Sladky"@en,"SK Sigma Olomouc"@en
<http://bk.sport.owl#martin-sladky>,<http://bk.sport.owl#sk-sigma-olomouc>,"martin sladky"@en,"SK Sigma Olomouc"@en
<http://bk.sport.owl#erik-pacinda>,<http://bk.sport.owl#fc-viktoria-plzen>,"erik pacinda"@en,"FC Viktoria Plzen"@en
<http://bk.sport.owl#myziane-maolida>,<http://bk.sport.owl#ogc-nice>,"myziane maolida"@en,"OGC Nice"@en
<http://bk.sport.owl#myziane-maolida>,<http://bk.sport.owl#ogc-nice>,"Myziane Maolida"@en,"OGC Nice"@en
<http://bk.sport.owl#yari-verschaeren>,<http://bk.sport.owl#rsc-anderlecht>,"yari verschaeren"@en,"RSC Anderlecht"@en
<http://bk.sport.owl#taras-kacharaba>,<http://bk.sport.owl#fc-slovan-liberec>,"taras kacharaba"@en,"FC Slovan Liberec"@en
<http://bk.sport.owl#taras-kacharaba>,<http://bk.sport.owl#fc-slovan-liberec>,"Taras Kacharaba"@en,"FC Slovan Liberec"@en
<http://bk.sport.owl#raoul-petretta>,<http://bk.sport.owl#fc-basel-1893>,"Raoul Petretta"@en,"FC Basel 1893"@en
<http://bk.sport.owl#raoul-petretta>,<http://bk.sport.owl#fc-basel-1893>,"raoul petretta"@en,"FC Basel 1893"@en
<http://bk.sport.owl#ronan-murray>,<http://bk.sport.owl#notts-county-fc>,"Ronan Murray"@en,"Notts County"@en
<http://bk.sport.owl#ronan-murray>,<http://bk.sport.owl#notts-county>,"Ronan Murray"@en,"Notts County"@en
<http://bk.sport.owl#tibo-herbots>,<http://bk.sport.owl#sint-truidense-vv>,"tibo herbots"@en,"Sint-Truidense VV"@en
<http://bk.sport.owl#tibo-herbots>,<http://bk.sport.owl#sint-truidense-vv>,"Tibo Herbots"@en,"Sint-Truidense VV"@en
<http://bk.sport.owl#bodvar-bodvarsson>,<http://bk.sport.owl#jagiellonia-bialystok>,"bodvar bodvarsson"@en,"Jagiellonia Bialystok"@en
<http://bk.sport.owl#denis-mahmudov>,<http://bk.sport.owl#excelsior-rotterdam>,"Denis Mahmudov"@en,"Excelsior Rotterdam"@en
<http://bk.sport.owl#denis-mahmudov>,<http://bk.sport.owl#excelsior-rotterdam>,"denis mahmudov"@en,"Excelsior Rotterdam"@en
<http://bk.sport.owl#denis-mahmudov>,<http://bk.sport.owl#sbv-excelsior-rotterdam>,"Denis Mahmudov"@en,"SBV Excelsior Rotterdam"@en
<http://bk.sport.owl#denis-mahmudov>,<http://bk.sport.owl#sbv-excelsior-rotterdam>,"denis mahmudov"@en,"SBV Excelsior Rotterdam"@en
<http://bk.sport.owl#enis-bunjaki>,<http://bk.sport.owl#eintracht-frankfurt>,"Bunjaki","Eintracht Frankfurt"@en
<http://bk.sport.owl#geoffrey-malfleury>,<http://bk.sport.owl#fc-voluntari>,"Geoffrey Malfleury"@en,"FC Voluntari"@en
<http://bk.sport.owl#mehdi-fennouche>,<http://bk.sport.owl#cherno-more-varna>,"Mehdi Fennouche"@en,"Cherno More Varna"@en
<http://bk.sport.owl#mehdi-fennouche>,<http://bk.sport.owl#cherno-more-varna>,"mehdi fennouche"@en,"Cherno More Varna"@en
<http://bk.sport.owl#nemanja-belakovic>,<http://bk.sport.owl#fk-cukaricki>,"Nemanja Belakovic"@en,"FK Cukaricki"@en
<http://bk.sport.owl#davide-mariani>,<http://bk.sport.owl#levski-sofia>,"Davide Mariani"@en,"Levski Sofia"@en
<http://bk.sport.owl#davide-mariani>,<http://bk.sport.owl#levski-sofia>,"davide mariani"@en,"Levski Sofia"@en
<http://bk.sport.owl#tasos-kissas>,<http://bk.sport.owl#apoel>,"Tasos Kissas"@en,"APOEL"@en
<http://bk.sport.owl#tasos-kissas>,<http://bk.sport.owl#apoel-fc>,"Tasos Kissas"@en,"APOEL"@en
<http://bk.sport.owl#dimitrios-konstantinidis>,<http://bk.sport.owl#aris-thessaloniki>,"Dimitrios Konstantinidis"@en,"Aris Thessaloniki"@en
<http://bk.sport.owl#dimitrios-konstantinidis>,<http://bk.sport.owl#aris-thessaloniki>,"dimitrios konstantinidis"@en,"Aris Thessaloniki"@en
<http://bk.sport.owl#dimitrios-konstantinidis>,<http://bk.sport.owl#aris-thessaloniki-\u00A0>,"Dimitrios Konstantinidis"@en,"Aris Thessaloniki \u00A0"@en
<http://bk.sport.owl#dimitrios-konstantinidis>,<http://bk.sport.owl#aris-thessaloniki-\u00A0>,"dimitrios konstantinidis"@en,"Aris Thessaloniki \u00A0"@en
<http://bk.sport.owl#loic-damour>,<http://bk.sport.owl#cardiff-city-\u00A0>,"loic damour"@en,"Cardiff City \u00A0"@en
<http://bk.sport.owl#svetozar-markovic>,<http://bk.sport.owl#fk-partizan-belgrade>,"svetozar markovic"@en,"FK Partizan Belgrade"@en
<http://bk.sport.owl#svetozar-markovic>,<http://bk.sport.owl#fk-partizan-belgrade>,"Svetozar Markovic"@en,"FK Partizan Belgrade"@en
<http://bk.sport.owl#andrea-bertolacci>,<http://bk.sport.owl#ac-milan>,"Andrea Bertolacci"@en,"AC Milan"@en
<http://bk.sport.owl#andrea-bertolacci>,<http://bk.sport.owl#ac-milan>,"andrea bertolacci"@en,"AC Milan"@en
<http://bk.sport.owl#andrea-bertolacci>,<http://bk.sport.owl#ac-milan>,"Bertolacci","AC Milan"@en
<http://bk.sport.owl#oscar-hiljemark>,<http://bk.sport.owl#genoa-cfc>,"oscar hiljemark"@en,"Genoa CFC"@en
<http://bk.sport.owl#oscar-hiljemark>,<http://bk.sport.owl#genoa-cfc>,"Oscar Hiljemark"@en,"Genoa CFC"@en
<http://bk.sport.owl#oscar-hiljemark>,<http://bk.sport.owl#genoa-cfc>,"Hiljemark","Genoa CFC"@en
<http://bk.sport.owl#alpaslan-ozturk>,<http://bk.sport.owl#g\u00F6ztepe>,"alpaslan ozturk"@en,"G\u00F6ztepe"@en
<http://bk.sport.owl#vitor-tormena>,<http://bk.sport.owl#portimonense-sc>,"vitor tormena"@en,"Portimonense SC"@en
<http://bk.sport.owl#collins-tanor>,<http://bk.sport.owl#hobro-ik>,"Collins Tanor"@en,"Hobro IK"@en
<http://bk.sport.owl#antonio-mico>,<http://bk.sport.owl#panionios-athens>,"antonio mico"@en,"Panionios Athens"@en
<http://bk.sport.owl#nuno-reis>,<http://bk.sport.owl#levski-sofia>,"nuno reis"@en,"Levski Sofia"@en
<http://bk.sport.owl#nuno-reis>,<http://bk.sport.owl#levski-sofia>,"Nuno Reis"@en,"Levski Sofia"@en
<http://bk.sport.owl#giuseppe-carriero>,<http://bk.sport.owl#parma-calcio-1913-\u00A0>,"Giuseppe Carriero"@en,"Parma Calcio 1913 \u00A0"@en
<http://bk.sport.owl#bebeto>,<http://bk.sport.owl#cs-mar\u00EDtimo>,"Bebeto"@en,"CS Mar\u00EDtimo"@en
<http://bk.sport.owl#bebeto>,<http://bk.sport.owl#cs-mar\u00EDtimo>,"bebeto"@en,"CS Mar\u00EDtimo"@en
<http://bk.sport.owl#edvin-crona>,<http://bk.sport.owl#kalmar-ff>,"edvin crona"@en,"Kalmar FF"@en
<http://bk.sport.owl#edvin-crona>,<http://bk.sport.owl#kalmar-ff>,"Edvin Crona"@en,"Kalmar FF"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#swansea-city>,"Scott Sinclair"@en,"Swansea City"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#swansea-city>,"scott sinclair"@en,"Swansea City"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#swansea-city>,"Sinclair","Swansea City"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#aston-villa>,"Scott Sinclair"@en,"Aston Villa"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#aston-villa>,"scott sinclair"@en,"Aston Villa"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#aston-villa>,"Sinclair","Aston Villa"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#swansea-city-fc>,"Scott Sinclair"@en,"Swansea City"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#swansea-city-fc>,"scott sinclair"@en,"Swansea City"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#swansea-city-fc>,"Sinclair","Swansea City"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#celtic>,"Scott Sinclair"@en,"Celtic"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#celtic>,"Scott Sinclair"@en,"Celtic FC"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#celtic>,"scott sinclair"@en,"Celtic"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#celtic>,"scott sinclair"@en,"Celtic FC"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#celtic>,"Sinclair","Celtic"@en
<http://bk.sport.owl#scott-sinclair>,<http://bk.sport.owl#celtic>,"Sinclair","Celtic FC"@en
<http://bk.sport.owl#georgios-athanasiadis>,<http://bk.sport.owl#asteras-tripolis>,"georgios athanasiadis"@en,"Asteras Tripolis"@en
<http://bk.sport.owl#georgios-athanasiadis>,<http://bk.sport.owl#asteras-tripolis>,"Georgios Athanasiadis"@en,"Asteras Tripolis"@en
<http://bk.sport.owl#guido-marilungo>,<http://bk.sport.owl#atalanta-bc>,"Marilungo","Atalanta BC"@en
<http://bk.sport.owl#valentin-cojocaru>,<http://bk.sport.owl#fc-viitorul>,"valentin cojocaru"@en,"FC Viitorul"@en
<http://bk.sport.owl#valentin-cojocaru>,<http://bk.sport.owl#fc-viitorul>,"Valentin Cojocaru"@en,"FC Viitorul"@en
<http://bk.sport.owl#stathis-chatzilampros>,<http://bk.sport.owl#apo-levadiakos>,"stathis chatzilampros"@en,"APO Levadiakos"@en
<http://bk.sport.owl#stathis-chatzilampros>,<http://bk.sport.owl#apo-levadiakos>,"Stathis Chatzilampros"@en,"APO Levadiakos"@en
<http://bk.sport.owl#sadio-mano>,<http://bk.sport.owl#southampton>,"Mano","Southampton"@en
<http://bk.sport.owl#sadio-mano>,<http://bk.sport.owl#southampton>,"Mano","Southampton FC"@en
<http://bk.sport.owl#sadio-mano>,<http://bk.sport.owl#southampton-fc>,"Mano","Southampton"@en
<http://bk.sport.owl#seref-can-buyuk>,<http://bk.sport.owl#yeni-malatyaspor>,"seref can buyuk"@en,"Yeni Malatyaspor"@en
<http://bk.sport.owl#frantisek-rajtoral>,<http://bk.sport.owl#hannover-96>,"Frantisek Rajtoral"@en,"Hannover 96"@en
<http://bk.sport.owl#callum-hudson-odoi>,<http://bk.sport.owl#chelsea>,"callum hudson odoi"@en,"Chelsea"@en
<http://bk.sport.owl#callum-hudson-odoi>,<http://bk.sport.owl#chelsea>,"callum hudson odoi"@en,"Chelsea FC"@en
<http://bk.sport.owl#kornel-kordas>,<http://bk.sport.owl#korona-kielce>,"kornel kordas"@en,"Korona Kielce"@en
<http://bk.sport.owl#kornel-kordas>,<http://bk.sport.owl#korona-kielce>,"Kornel Kordas"@en,"Korona Kielce"@en
<http://bk.sport.owl#ilja-antonov>,<http://bk.sport.owl#fc-hermannstadt-\u00A0>,"ilja antonov"@en,"FC Hermannstadt \u00A0"@en
<http://bk.sport.owl#jos\u00E9-izquierdo>,<http://bk.sport.owl#brighton-hove-albion>,"Jos\u00E9 Izquierdo"@en,"Brighton and Hove Albion"@en
<http://bk.sport.owl#josip-balic>,<http://bk.sport.owl#fc-fastav-zlin>,"Josip Balic"@en,"FC FASTAV Zlin"@en
<http://bk.sport.owl#laurentiu-branescu>,<http://bk.sport.owl#hnk-gorica-\u00A0>,"Laurentiu Branescu"@en,"HNK Gorica \u00A0"@en
<http://bk.sport.owl#jack-mcmillan>,<http://bk.sport.owl#livingston-\u00A0>,"Jack McMillan"@en,"Livingston FC \u00A0"@en
<http://bk.sport.owl#jack-mcmillan>,<http://bk.sport.owl#livingston-\u00A0>,"jack mcmillan"@en,"Livingston FC \u00A0"@en
<http://bk.sport.owl#nestor-araujo>,<http://bk.sport.owl#celta-de-vigo>,"nestor araujo"@en,"Celta de Vigo"@en
<http://bk.sport.owl#joromy-morel>,<http://bk.sport.owl#olympique-lyon>,"Morel","Olympique Lyon"@en
<http://bk.sport.owl#jonathan-cafu>,<http://bk.sport.owl#red-star-belgrade>,"jonathan cafu"@en,"Red Star Belgrade"@en
<http://bk.sport.owl#jonathan-caf\u00FA>,<http://bk.sport.owl#red-star-belgrade>,"Jonathan Caf\u00FA"@en,"Red Star Belgrade"@en
<http://bk.sport.owl#hakan-balta>,<http://bk.sport.owl#galatasaray-fc>,"Hakan Balta"@en,"Galatasaray"@en
<http://bk.sport.owl#hakan-balta>,<http://bk.sport.owl#galatasaray>,"Hakan Balta"@en,"Galatasaray"@en
<http://bk.sport.owl#paul-mcginn>,<http://bk.sport.owl#st.-mirren>,"Paul McGinn"@en,"St. Mirren FC"@en
<http://bk.sport.owl#paul-mcginn>,<http://bk.sport.owl#st.-mirren>,"paul mcginn"@en,"St. Mirren FC"@en
<http://bk.sport.owl#maxym-koval>,<http://bk.sport.owl#dynamo-kyiv-fc>,"Maxym Koval"@en,"Dynamo Kyiv"@en
<http://bk.sport.owl#maxym-koval>,<http://bk.sport.owl#dynamo-kyiv>,"Maxym Koval"@en,"Dynamo Kyiv"@en
<http://bk.sport.owl#harun-alpsoy>,<http://bk.sport.owl#antalyaspor>,"Harun Alpsoy"@en,"Antalyaspor"@en
<http://bk.sport.owl#harun-alpsoy>,<http://bk.sport.owl#antalyaspor>,"harun alpsoy"@en,"Antalyaspor"@en
<http://bk.sport.owl#tiago-pinto>,<http://bk.sport.owl#mke-ankarag\u00FCc\u00FC-\u00A0>,"tiago pinto"@en,"MKE Ankarag\u00FCc\u00FC \u00A0"@en
<http://bk.sport.owl#tiago-pinto>,<http://bk.sport.owl#mke-ankarag\u00FCc\u00FC-\u00A0>,"Tiago Pinto"@en,"MKE Ankarag\u00FCc\u00FC \u00A0"@en
<http://bk.sport.owl#javier-pastore>,<http://bk.sport.owl#as-roma>,"javier pastore"@en,"AS Roma"@en
<http://bk.sport.owl#javier-pastore>,<http://bk.sport.owl#as-roma>,"Javier Pastore"@en,"AS Roma"@en
<http://bk.sport.owl#javier-pastore>,<http://bk.sport.owl#as-roma>,"Pastore","AS Roma"@en
<http://bk.sport.owl#javier-pastore>,<http://bk.sport.owl#paris-saint-germain>,"javier pastore"@en,"Paris Saint-Germain"@en
<http://bk.sport.owl#javier-pastore>,<http://bk.sport.owl#paris-saint-germain>,"Javier Pastore"@en,"Paris Saint-Germain"@en
<http://bk.sport.owl#javier-pastore>,<http://bk.sport.owl#paris-saint-germain>,"Pastore","Paris Saint-Germain"@en
<http://bk.sport.owl#sergey-ryzhikov>,<http://bk.sport.owl#krylya-sovetov-samara-\u00A0>,"Sergey Ryzhikov"@en,"Krylya Sovetov Samara \u00A0"@en
<http://bk.sport.owl#sergey-ryzhikov>,<http://bk.sport.owl#krylya-sovetov-samara-\u00A0>,"sergey ryzhikov"@en,"Krylya Sovetov Samara \u00A0"@en
<http://bk.sport.owl#yanick-van-osch>,<http://bk.sport.owl#psv-eindhoven>,"yanick van osch"@en,"PSV Eindhoven"@en
<http://bk.sport.owl#yanick-van-osch>,<http://bk.sport.owl#psv-eindhoven>,"Yanick van Osch"@en,"PSV Eindhoven"@en
<http://bk.sport.owl#milad-mohammadi>,<http://bk.sport.owl#akhmat-grozny>,"milad mohammadi"@en,"Akhmat Grozny"@en
<http://bk.sport.owl#milad-mohammadi>,<http://bk.sport.owl#akhmat-grozny>,"Milad Mohammadi"@en,"Akhmat Grozny"@en
<http://bk.sport.owl#lennart-thy>,<http://bk.sport.owl#pec-zwolle>,"lennart thy"@en,"PEC Zwolle"@en
<http://bk.sport.owl#lennart-thy>,<http://bk.sport.owl#pec-zwolle>,"Lennart Thy"@en,"PEC Zwolle"@en
<http://bk.sport.owl#lennart-thy>,<http://bk.sport.owl#b\u00FCy\u00FCksehir-belediye-erzurumspor-\u00A0>,"lennart thy"@en,"B\u00FCy\u00FCksehir Belediye Erzurumspor \u00A0"@en
<http://bk.sport.owl#lennart-thy>,<http://bk.sport.owl#b\u00FCy\u00FCksehir-belediye-erzurumspor-\u00A0>,"Lennart Thy"@en,"B\u00FCy\u00FCksehir Belediye Erzurumspor \u00A0"@en
<http://bk.sport.owl#lloyd-palun>,<http://bk.sport.owl#cercle-brugge-\u00A0>,"Lloyd Palun"@en,"Cercle Brugge \u00A0"@en
<http://bk.sport.owl#lloyd-palun>,<http://bk.sport.owl#cercle-brugge-\u00A0>,"lloyd palun"@en,"Cercle Brugge \u00A0"@en
<http://bk.sport.owl#s\u00E9bastien-pocognoli>,<http://bk.sport.owl#standard-li\u00E8ge>,"S\u00E9bastien Pocognoli"@en,"Standard Li\u00E8ge"@en
<http://bk.sport.owl#joaozinho>,<http://bk.sport.owl#dinamo-moscow>,"joaozinho"@en,"Dinamo Moscow"@en
<http://bk.sport.owl#joaozinho>,<http://bk.sport.owl#cd-tondela>,"joaozinho"@en,"CD Tondela"@en
<http://bk.sport.owl#alex-penny>,<http://bk.sport.owl#hamilton-academical>,"Alex Penny"@en,"Hamilton Academical FC"@en
<http://bk.sport.owl#alex-penny>,<http://bk.sport.owl#hamilton-academical>,"alex penny"@en,"Hamilton Academical FC"@en
<http://bk.sport.owl#danilo-nikolic>,<http://bk.sport.owl#fk-proleter-novi-sad-\u00A0>,"danilo nikolic"@en,"FK Proleter Novi Sad \u00A0"@en
<http://bk.sport.owl#danilo-nikolic>,<http://bk.sport.owl#fk-proleter-novi-sad-\u00A0>,"Danilo Nikolic"@en,"FK Proleter Novi Sad \u00A0"@en
<http://bk.sport.owl#vladyslav-khomutov>,<http://bk.sport.owl#chornomorets-odessa>,"Vladyslav Khomutov"@en,"Chornomorets Odessa"@en
<http://bk.sport.owl#anicet>,<http://bk.sport.owl#pfk-ludogorets-razgrad>,"anicet"@en,"PFK Ludogorets Razgrad"@en
<http://bk.sport.owl#johannes-flum>,<http://bk.sport.owl#eintracht-frankfurt>,"Flum","Eintracht Frankfurt"@en
<http://bk.sport.owl#alexandru-baluta>,<http://bk.sport.owl#sk-slavia-prag>,"alexandru baluta"@en,"SK Slavia Prag"@en
<http://bk.sport.owl#alexandru-baluta>,<http://bk.sport.owl#sk-slavia-prag>,"Alexandru Baluta"@en,"SK Slavia Prag"@en
<http://bk.sport.owl#gerald-nutz>,<http://bk.sport.owl#wolfsberger-ac>,"gerald nutz"@en,"Wolfsberger AC"@en
<http://bk.sport.owl#gerald-nutz>,<http://bk.sport.owl#wolfsberger-ac>,"Gerald Nutz"@en,"Wolfsberger AC"@en
<http://bk.sport.owl#emiliano-mart\u00EDnez>,<http://bk.sport.owl#arsenal>,"Emiliano Mart\u00EDnez"@en,"Arsenal FC"@en
<http://bk.sport.owl#emiliano-mart\u00EDnez>,<http://bk.sport.owl#arsenal>,"Emiliano Mart\u00EDnez"@en,"Arsenal"@en
<http://bk.sport.owl#ondrej-chveja>,<http://bk.sport.owl#fc-banik-ostrava>,"Ondrej Chveja"@en,"FC Banik Ostrava"@en
<http://bk.sport.owl#elton-n'gwatala>,<http://bk.sport.owl#dundee>,"Elton N'Gwatala"@en,"Dundee FC"@en
<http://bk.sport.owl#olivier-custodio>,<http://bk.sport.owl#fc-luzern>,"Olivier Custodio"@en,"FC Luzern"@en
<http://bk.sport.owl#olivier-custodio>,<http://bk.sport.owl#fc-luzern>,"olivier custodio"@en,"FC Luzern"@en
<http://bk.sport.owl#rade-dugalic>,<http://bk.sport.owl#enisey-krasnoyarsk-\u00A0>,"Rade Dugalic"@en,"Enisey Krasnoyarsk \u00A0"@en
<http://bk.sport.owl#lazar-ivic>,<http://bk.sport.owl#fk-macva-sabac>,"lazar ivic"@en,"FK Macva Sabac"@en
<http://bk.sport.owl#lazar-ivic>,<http://bk.sport.owl#fk-macva-sabac>,"Lazar Ivic"@en,"FK Macva Sabac"@en
<http://bk.sport.owl#emilio-izaguirre>,<http://bk.sport.owl#celtic>,"emilio izaguirre"@en,"Celtic"@en
<http://bk.sport.owl#emilio-izaguirre>,<http://bk.sport.owl#celtic>,"emilio izaguirre"@en,"Celtic FC"@en
<http://bk.sport.owl#emilio-izaguirre>,<http://bk.sport.owl#celtic>,"Emilio Izaguirre"@en,"Celtic"@en
<http://bk.sport.owl#emilio-izaguirre>,<http://bk.sport.owl#celtic>,"Emilio Izaguirre"@en,"Celtic FC"@en
<http://bk.sport.owl#youssouf-fofana>,<http://bk.sport.owl#rc-strasbourg-alsace>,"youssouf fofana"@en,"RC Strasbourg Alsace"@en
<http://bk.sport.owl#youssouf-fofana>,<http://bk.sport.owl#rc-strasbourg-alsace>,"Youssouf Fofana"@en,"RC Strasbourg Alsace"@en
<http://bk.sport.owl#kiko-casilla>,<http://bk.sport.owl#real-madrid>,"Kiko Casilla"@en,"Real Madrid"@en
<http://bk.sport.owl#kiko-casilla>,<http://bk.sport.owl#real-madrid>,"Casilla","Real Madrid"@en
<http://bk.sport.owl#carlos-vela>,<http://bk.sport.owl#real-sociedad>,"Carlos Vela"@en,"Real Sociedad"@en
<http://bk.sport.owl#carlos-vela>,<http://bk.sport.owl#real-sociedad>,"Vela","Real Sociedad"@en
<http://bk.sport.owl#carlos-vela>,<http://bk.sport.owl#real-sociedad-fc>,"Carlos Vela"@en,"Real Sociedad"@en
<http://bk.sport.owl#carlos-vela>,<http://bk.sport.owl#real-sociedad-fc>,"Vela","Real Sociedad"@en
<http://bk.sport.owl#manuel-pasqual>,<http://bk.sport.owl#fc-empoli-\u00A0>,"Manuel Pasqual"@en,"FC Empoli \u00A0"@en
<http://bk.sport.owl#manuel-pasqual>,<http://bk.sport.owl#fc-empoli-\u00A0>,"manuel pasqual"@en,"FC Empoli \u00A0"@en
<http://bk.sport.owl#romulo>,<http://bk.sport.owl#ss-lazio>,"romulo"@en,"SS Lazio"@en
<http://bk.sport.owl#romulo>,<http://bk.sport.owl#ss-lazio>,"Romulo","SS Lazio"@en
<http://bk.sport.owl#andrea-consigli>,<http://bk.sport.owl#us-sassuolo>,"Andrea Consigli"@en,"US Sassuolo"@en
<http://bk.sport.owl#andrea-consigli>,<http://bk.sport.owl#us-sassuolo>,"andrea consigli"@en,"US Sassuolo"@en
<http://bk.sport.owl#andrea-consigli>,<http://bk.sport.owl#us-sassuolo>,"Consigli","US Sassuolo"@en
<http://bk.sport.owl#vedran-corluka>,<http://bk.sport.owl#lokomotiv-moscow>,"vedran corluka"@en,"Lokomotiv Moscow"@en
<http://bk.sport.owl#vedran-corluka>,<http://bk.sport.owl#lokomotiv-moscow>,"Vedran Corluka"@en,"Lokomotiv Moscow"@en
<http://bk.sport.owl#dani-suarez>,<http://bk.sport.owl#g\u00F3rnik-zabrze>,"dani suarez"@en,"G\u00F3rnik Zabrze"@en
<http://bk.sport.owl#adil-titi>,<http://bk.sport.owl#ifk-g\u00F6teborg>,"adil titi"@en,"IFK G\u00F6teborg"@en
<http://bk.sport.owl#piero-mingoia>,<http://bk.sport.owl#accrington-stanley-fc>,"Piero Mingoia"@en,"Accrington Stanley"@en
<http://bk.sport.owl#piero-mingoia>,<http://bk.sport.owl#accrington-stanley>,"Piero Mingoia"@en,"Accrington Stanley"@en
<http://bk.sport.owl#craig-cathcart>,<http://bk.sport.owl#watford-fc>,"craig cathcart"@en,"Watford"@en
<http://bk.sport.owl#craig-cathcart>,<http://bk.sport.owl#watford-fc>,"Craig Cathcart"@en,"Watford"@en
<http://bk.sport.owl#craig-cathcart>,<http://bk.sport.owl#watford-fc>,"Cathcart","Watford"@en
