a,la
<http://bk.sport.owl#christian-eriksen>,"christian eriksen"@en
<http://bk.sport.owl#christian-eriksen>,"Eriksen"
<http://bk.sport.owl#jacob-ericsson>,"jacob ericsson"@en
<http://bk.sport.owl#ubong-ekpai>,"ubong ekpai"@en
<http://bk.sport.owl#ubong-ekpai>,"Ubong Ekpai"@en
<http://bk.sport.owl#henok-goitom>,"henok goitom"@en
<http://bk.sport.owl#henok-goitom>,"Henok Goitom"@en
<http://bk.sport.owl#marek-kouba>,"marek kouba"@en
<http://bk.sport.owl#marek-kouba>,"Marek Kouba"@en
<http://bk.sport.owl#krepin-diatta>,"krepin diatta"@en
<http://bk.sport.owl#jhon-murillo>,"jhon murillo"@en
<http://bk.sport.owl#jhon-murillo>,"Jhon Murillo"@en
<http://bk.sport.owl#bohdan-lednev>,"Bohdan Lednev"@en
<http://bk.sport.owl#bohdan-lednev>,"bohdan lednev"@en
<http://bk.sport.owl#david-gray>,"david gray"@en
<http://bk.sport.owl#david-gray>,"David Gray"@en
<http://bk.sport.owl#niklas-stark>,"niklas stark"@en
<http://bk.sport.owl#karim-onisiwo>,"karim onisiwo"@en
<http://bk.sport.owl#karim-onisiwo>,"Karim Onisiwo"@en
<http://bk.sport.owl#alex>,"alex"@en
<http://bk.sport.owl#alex>,"Alex"@en
<http://bk.sport.owl#alex>,"Alex"
<http://bk.sport.owl#ramazan-keskin>,"ramazan keskin"@en
<http://bk.sport.owl#ramazan-keskin>,"Ramazan Keskin"@en
<http://bk.sport.owl#martin-skrtel>,"Martin Skrtel"@en
<http://bk.sport.owl#martin-skrtel>,"martin skrtel"@en
<http://bk.sport.owl#martin-skrtel>,"Skrtel"
<http://bk.sport.owl#stephen-eze>,"Stephen Eze"@en
<http://bk.sport.owl#stephen-eze>,"stephen eze"@en
<http://bk.sport.owl#petar-vitanov>,"petar vitanov"@en
<http://bk.sport.owl#petar-vitanov>,"Petar Vitanov"@en
<http://bk.sport.owl#ludovic-butelle>,"Ludovic Butelle"@en
<http://bk.sport.owl#ludovic-butelle>,"ludovic butelle"@en
<http://bk.sport.owl#ludovic-butelle>,"Butelle"
<http://bk.sport.owl#said-ahmed-said>,"said ahmed said"@en
<http://bk.sport.owl#said-ahmed-said>,"Said Ahmed Said"@en
<http://bk.sport.owl#christian-fruchtl>,"christian fruchtl"@en
<http://bk.sport.owl#kenan-kodro>,"kenan kodro"@en
<http://bk.sport.owl#kenan-kodro>,"Kenan Kodro"@en
<http://bk.sport.owl#marius-briceag>,"Marius Briceag"@en
<http://bk.sport.owl#marius-briceag>,"marius briceag"@en
<http://bk.sport.owl#serge-aurier>,"serge aurier"@en
<http://bk.sport.owl#serge-aurier>,"Serge Aurier"@en
<http://bk.sport.owl#serge-aurier>,"Aurier"
<http://bk.sport.owl#joaquin>,"joaquin"@en
<http://bk.sport.owl#joaquin>,"Joaquin"@en
<http://bk.sport.owl#etienne-capoue>,"etienne capoue"@en
<http://bk.sport.owl#necip-uysal>,"necip uysal"@en
<http://bk.sport.owl#necip-uysal>,"Necip Uysal"@en
<http://bk.sport.owl#keaghan-jacobs>,"Keaghan Jacobs"@en
<http://bk.sport.owl#keaghan-jacobs>,"keaghan jacobs"@en
<http://bk.sport.owl#eze-vincent-okeuhie>,"Eze Vincent Okeuhie"@en
<http://bk.sport.owl#eze-vincent-okeuhie>,"eze vincent okeuhie"@en
<http://bk.sport.owl#gregoire-defrel>,"gregoire defrel"@en
<http://bk.sport.owl#mark-asigba>,"Mark Asigba"@en
<http://bk.sport.owl#mark-asigba>,"mark asigba"@en
<http://bk.sport.owl#luka-krajnc>,"luka krajnc"@en
<http://bk.sport.owl#din-sula>,"Din Sula"@en
<http://bk.sport.owl#din-sula>,"din sula"@en
<http://bk.sport.owl#david-braz>,"david braz"@en
<http://bk.sport.owl#david-braz>,"David Braz"@en
<http://bk.sport.owl#leandro-cabrera>,"leandro cabrera"@en
<http://bk.sport.owl#leandro-cabrera>,"Leandro Cabrera"@en
<http://bk.sport.owl#fernando-varela>,"fernando varela"@en
<http://bk.sport.owl#fernando-varela>,"Fernando Varela"@en
<http://bk.sport.owl#kadir-hodzic>,"kadir hodzic"@en
<http://bk.sport.owl#wilfried-kanon>,"wilfried kanon"@en
<http://bk.sport.owl#wilfried-kanon>,"Wilfried Kanon"@en
<http://bk.sport.owl#godfrey-oboabona>,"godfrey oboabona"@en
<http://bk.sport.owl#godfrey-oboabona>,"Godfrey Oboabona"@en
<http://bk.sport.owl#aleksandar-kovacevic>,"Aleksandar Kovacevic"@en
<http://bk.sport.owl#aleksandar-kovacevic>,"aleksandar kovacevic"@en
<http://bk.sport.owl#boubacar-kamara>,"Boubacar Kamara"@en
<http://bk.sport.owl#boubacar-kamara>,"boubacar kamara"@en
<http://bk.sport.owl#hamari-traore>,"hamari traore"@en
<http://bk.sport.owl#vladislav-panteleev>,"Vladislav Panteleev"@en
<http://bk.sport.owl#vladislav-panteleev>,"vladislav panteleev"@en
<http://bk.sport.owl#stefan-golubovic>,"Stefan Golubovic"@en
<http://bk.sport.owl#stefan-golubovic>,"stefan golubovic"@en
<http://bk.sport.owl#denis-suarez>,"Denis Suarez"@en
<http://bk.sport.owl#denis-suarez>,"denis suarez"@en
<http://bk.sport.owl#nuno-campos>,"nuno campos"@en
<http://bk.sport.owl#nuno-campos>,"Nuno Campos"@en
<http://bk.sport.owl#joel-ekstrand>,"joel ekstrand"@en
<http://bk.sport.owl#joel-ekstrand>,"Joel Ekstrand"@en
<http://bk.sport.owl#joel-ekstrand>,"Ekstrand"
<http://bk.sport.owl#bjorn-johnsen>,"bjorn johnsen"@en
<http://bk.sport.owl#adam-danch>,"adam danch"@en
<http://bk.sport.owl#adam-danch>,"Adam Danch"@en
<http://bk.sport.owl#sean-clare>,"sean clare"@en
<http://bk.sport.owl#sean-clare>,"Sean Clare"@en
<http://bk.sport.owl#fabio-cardoso>,"fabio cardoso"@en
<http://bk.sport.owl#marko-pantic>,"Marko Pantic"@en
<http://bk.sport.owl#marko-pantic>,"marko pantic"@en
<http://bk.sport.owl#timo-letschert>,"timo letschert"@en
<http://bk.sport.owl#timo-letschert>,"Timo Letschert"@en
<http://bk.sport.owl#freek-heerkens>,"Freek Heerkens"@en
<http://bk.sport.owl#freek-heerkens>,"freek heerkens"@en
<http://bk.sport.owl#godsway-donyoh>,"godsway donyoh"@en
<http://bk.sport.owl#godsway-donyoh>,"Godsway Donyoh"@en
<http://bk.sport.owl#shinji-kagawa>,"shinji kagawa"@en
<http://bk.sport.owl#shinji-kagawa>,"Shinji Kagawa"@en
<http://bk.sport.owl#shinji-kagawa>,"Kagawa"
<http://bk.sport.owl#sebastian-rincon>,"sebastian rincon"@en
<http://bk.sport.owl#erik-parsson>,"erik parsson"@en
<http://bk.sport.owl#hakim-el-mokeddem>,"Hakim El Mokeddem"@en
<http://bk.sport.owl#hakim-el-mokeddem>,"hakim el mokeddem"@en
<http://bk.sport.owl#ivan-yagan>,"Ivan Yagan"@en
<http://bk.sport.owl#ivan-yagan>,"ivan yagan"@en
<http://bk.sport.owl#eric-smith>,"Eric Smith"@en
<http://bk.sport.owl#eric-smith>,"eric smith"@en
<http://bk.sport.owl#dusan-tadic>,"dusan tadic"@en
<http://bk.sport.owl#dusan-tadic>,"Dusan Tadic"@en
<http://bk.sport.owl#dusan-tadic>,"Tadic"
<http://bk.sport.owl#mattia-sprocati>,"mattia sprocati"@en
<http://bk.sport.owl#mattia-sprocati>,"Mattia Sprocati"@en
<http://bk.sport.owl#pierre-kanstrup>,"pierre kanstrup"@en
<http://bk.sport.owl#airam-cabrera>,"airam cabrera"@en
<http://bk.sport.owl#airam-cabrera>,"Airam Cabrera"@en
<http://bk.sport.owl#nikola-jovanovic>,"nikola jovanovic"@en
<http://bk.sport.owl#nikola-jovanovic>,"Nikola Jovanovic"@en
<http://bk.sport.owl#andrija-balic>,"Andrija Balic"@en
<http://bk.sport.owl#andrija-balic>,"andrija balic"@en
<http://bk.sport.owl#vasilios-torosidis>,"Vasilios Torosidis"@en
<http://bk.sport.owl#vasilios-torosidis>,"vasilios torosidis"@en
<http://bk.sport.owl#maycon>,"maycon"@en
<http://bk.sport.owl#maycon>,"Maycon"@en
<http://bk.sport.owl#pyry-soiri>,"pyry soiri"@en
<http://bk.sport.owl#pyry-soiri>,"Pyry Soiri"@en
<http://bk.sport.owl#salim-khelifi>,"salim khelifi"@en
<http://bk.sport.owl#salim-khelifi>,"Salim Khelifi"@en
<http://bk.sport.owl#robert-gojani>,"Robert Gojani"@en
<http://bk.sport.owl#robert-gojani>,"robert gojani"@en
<http://bk.sport.owl#olimpiu-morutan>,"Olimpiu Morutan"@en
<http://bk.sport.owl#olimpiu-morutan>,"olimpiu morutan"@en
<http://bk.sport.owl#danny-da-costa>,"Danny da Costa"@en
<http://bk.sport.owl#danny-da-costa>,"danny da costa"@en
<http://bk.sport.owl#danny-da-costa>,"Costa"
<http://bk.sport.owl#clint-leemans>,"Clint Leemans"@en
<http://bk.sport.owl#clint-leemans>,"clint leemans"@en
<http://bk.sport.owl#mario-hermoso>,"Mario Hermoso"@en
<http://bk.sport.owl#mario-hermoso>,"mario hermoso"@en
<http://bk.sport.owl#maciej-gorski>,"maciej gorski"@en
<http://bk.sport.owl#maciej-gorski>,"Maciej Gorski"@en
<http://bk.sport.owl#marc-cardona>,"Marc Cardona"@en
<http://bk.sport.owl#marc-cardona>,"marc cardona"@en
<http://bk.sport.owl#joel-veltman>,"joel veltman"@en
<http://bk.sport.owl#tomislav-sorsa>,"Tomislav Sorsa"@en
<http://bk.sport.owl#tomislav-sorsa>,"tomislav sorsa"@en
<http://bk.sport.owl#tomislav-strkalj>,"tomislav strkalj"@en
<http://bk.sport.owl#tomislav-strkalj>,"Tomislav Strkalj"@en
<http://bk.sport.owl#nikola-jakimovski>,"nikola jakimovski"@en
<http://bk.sport.owl#kevin-goden>,"kevin goden"@en
<http://bk.sport.owl#kevin-goden>,"Kevin Goden"@en
<http://bk.sport.owl#mathi\u00ADas-olivera>,"mathi\u00ADas olivera"@en
<http://bk.sport.owl#alexandros-nikolias>,"alexandros nikolias"@en
<http://bk.sport.owl#alexandros-nikolias>,"Alexandros Nikolias"@en
<http://bk.sport.owl#jonas-brix-damborg>,"jonas brix damborg"@en
<http://bk.sport.owl#jonas-brix-damborg>,"Jonas Brix-Damborg"@en
<http://bk.sport.owl#romain-gall>,"Romain Gall"@en
<http://bk.sport.owl#romain-gall>,"romain gall"@en
<http://bk.sport.owl#florian-miguel>,"Florian Miguel"@en
<http://bk.sport.owl#florian-miguel>,"florian miguel"@en
<http://bk.sport.owl#naser-aliji>,"Naser Aliji"@en
<http://bk.sport.owl#naser-aliji>,"naser aliji"@en
<http://bk.sport.owl#egemen-korkmaz>,"egemen korkmaz"@en
<http://bk.sport.owl#egemen-korkmaz>,"Egemen Korkmaz"@en
<http://bk.sport.owl#sergi-gomez>,"Sergi G\u00C3\u00B3mez"@en
<http://bk.sport.owl#sergi-gomez>,"sergi gomez"@en
<http://bk.sport.owl#sergi-gomez>,"Gomez"
<http://bk.sport.owl#tobiasz-weinzettel>,"tobiasz weinzettel"@en
<http://bk.sport.owl#nadim-angelov>,"nadim angelov"@en
<http://bk.sport.owl#jese>,"jese"@en
<http://bk.sport.owl#borko-duronjic>,"borko duronjic"@en
<http://bk.sport.owl#david-pavelka>,"david pavelka"@en
<http://bk.sport.owl#david-pavelka>,"David Pavelka"@en
<http://bk.sport.owl#tomas-wagner>,"tomas wagner"@en
<http://bk.sport.owl#tomas-wagner>,"Tomas Wagner"@en
<http://bk.sport.owl#matias-defederico>,"matias defederico"@en
<http://bk.sport.owl#markus-pavic>,"markus pavic"@en
<http://bk.sport.owl#willy-caballero>,"willy caballero"@en
<http://bk.sport.owl#willy-caballero>,"Willy Caballero"@en
<http://bk.sport.owl#willy-caballero>,"Caballero"
<http://bk.sport.owl#mikhail-ignatov>,"Mikhail Ignatov"@en
<http://bk.sport.owl#mikhail-ignatov>,"mikhail ignatov"@en
<http://bk.sport.owl#koray-altinay>,"koray altinay"@en
<http://bk.sport.owl#koray-altinay>,"Koray Altinay"@en
<http://bk.sport.owl#manuel-maranda>,"manuel maranda"@en
<http://bk.sport.owl#albert-vallci>,"Albert Vallci"@en
<http://bk.sport.owl#albert-vallci>,"albert vallci"@en
<http://bk.sport.owl#peter-pekarik>,"peter pekarik"@en
<http://bk.sport.owl#donyell-malen>,"Donyell Malen"@en
<http://bk.sport.owl#donyell-malen>,"donyell malen"@en
<http://bk.sport.owl#marvin-ducksch>,"Marvin Ducksch"@en
<http://bk.sport.owl#marvin-ducksch>,"marvin ducksch"@en
<http://bk.sport.owl#marvin-ducksch>,"Ducksch"
<http://bk.sport.owl#magnar-odegaard>,"magnar odegaard"@en
<http://bk.sport.owl#cezar-trandafirescu>,"Cezar Trandafirescu"@en
<http://bk.sport.owl#cezar-trandafirescu>,"cezar trandafirescu"@en
<http://bk.sport.owl#christian-cappis>,"Christian Cappis"@en
<http://bk.sport.owl#christian-cappis>,"christian cappis"@en
<http://bk.sport.owl#michal-miskiewicz>,"Michal Miskiewicz"@en
<http://bk.sport.owl#michal-miskiewicz>,"michal miskiewicz"@en
<http://bk.sport.owl#shay-logan>,"Shay Logan"@en
<http://bk.sport.owl#shay-logan>,"shay logan"@en
<http://bk.sport.owl#dani-kiki>,"dani kiki"@en
<http://bk.sport.owl#dani-kiki>,"Dani Kiki"@en
<http://bk.sport.owl#wellington-nem>,"Wellington Nem"@en
<http://bk.sport.owl#wellington-nem>,"wellington nem"@en
<http://bk.sport.owl#olle-lindqvist>,"olle lindqvist"@en
<http://bk.sport.owl#razvan-andronic>,"Razvan Andronic"@en
<http://bk.sport.owl#razvan-andronic>,"razvan andronic"@en
<http://bk.sport.owl#alexandru-piftor>,"alexandru piftor"@en
<http://bk.sport.owl#alexandru-piftor>,"Alexandru Piftor"@en
<http://bk.sport.owl#calum-waters>,"Calum Waters"@en
<http://bk.sport.owl#calum-waters>,"calum waters"@en
<http://bk.sport.owl#matthias-zimmermann>,"matthias zimmermann"@en
<http://bk.sport.owl#matthias-zimmermann>,"Matthias Zimmermann"@en
<http://bk.sport.owl#sandi-krizman>,"sandi krizman"@en
<http://bk.sport.owl#sandi-krizman>,"Sandi Krizman"@en
<http://bk.sport.owl#jeremy-helmer>,"Jeremy Helmer"@en
<http://bk.sport.owl#jeremy-helmer>,"jeremy helmer"@en
<http://bk.sport.owl#ante-vrljicak>,"ante vrljicak"@en
<http://bk.sport.owl#mickael-le-bihan>,"mickael le bihan"@en
<http://bk.sport.owl#nikolaos-karelis>,"Nikolaos Karelis"@en
<http://bk.sport.owl#nikolaos-karelis>,"nikolaos karelis"@en
<http://bk.sport.owl#branislav-ivanovic>,"branislav ivanovic"@en
<http://bk.sport.owl#branislav-ivanovic>,"Branislav Ivanovic"@en
<http://bk.sport.owl#branislav-ivanovic>,"Ivanovic"
<http://bk.sport.owl#robbert-de-vos>,"robbert de vos"@en
<http://bk.sport.owl#robbert-de-vos>,"Robbert de Vos"@en
<http://bk.sport.owl#gael-bigirimana>,"gael bigirimana"@en
<http://bk.sport.owl#artur-jorge>,"Artur Jorge"@en
<http://bk.sport.owl#artur-jorge>,"artur jorge"@en
<http://bk.sport.owl#gustav-jarl>,"gustav jarl"@en
<http://bk.sport.owl#darko-brasanac>,"Darko Brasanac"@en
<http://bk.sport.owl#darko-brasanac>,"darko brasanac"@en
<http://bk.sport.owl#sebastien-dewaest>,"sebastien dewaest"@en
<http://bk.sport.owl#louis-pelletier>,"louis pelletier"@en
<http://bk.sport.owl#louis-pelletier>,"Louis Pelletier"@en
<http://bk.sport.owl#stjepan-loncar>,"Stjepan Loncar"@en
<http://bk.sport.owl#stjepan-loncar>,"stjepan loncar"@en
<http://bk.sport.owl#james-rodriguez>,"james rodriguez"@en
<http://bk.sport.owl#james-rodriguez>,"James Rodriguez"@en
<http://bk.sport.owl#alessandro-damen>,"Alessandro Damen"@en
<http://bk.sport.owl#alessandro-damen>,"alessandro damen"@en
<http://bk.sport.owl#christoph-janker>,"christoph janker"@en
<http://bk.sport.owl#christoph-janker>,"Christoph Janker"@en
<http://bk.sport.owl#christoph-janker>,"Janker"
<http://bk.sport.owl#petr-prucha>,"petr prucha"@en
<http://bk.sport.owl#petr-prucha>,"Petr Prucha"@en
<http://bk.sport.owl#ionut-stoica>,"ionut stoica"@en
<http://bk.sport.owl#indy-boonen>,"indy boonen"@en
<http://bk.sport.owl#indy-boonen>,"Indy Boonen"@en
<http://bk.sport.owl#adam-dzwigala>,"Adam Dzwigala"@en
<http://bk.sport.owl#adam-dzwigala>,"adam dzwigala"@en
<http://bk.sport.owl#johan-brattberg>,"johan brattberg"@en
<http://bk.sport.owl#enzo-loiodice>,"enzo loiodice"@en
<http://bk.sport.owl#enzo-loiodice>,"Enzo Loiodice"@en
<http://bk.sport.owl#klaas-jan-huntelaar>,"klaas jan huntelaar"@en
<http://bk.sport.owl#klaas-jan-huntelaar>,"Klaas-Jan Huntelaar"@en
<http://bk.sport.owl#klaas-jan-huntelaar>,"Huntelaar"
<http://bk.sport.owl#michael-madl>,"Michael Madl"@en
<http://bk.sport.owl#michael-madl>,"michael madl"@en
<http://bk.sport.owl#kundai-benyu>,"kundai benyu"@en
<http://bk.sport.owl#kundai-benyu>,"Kundai Benyu"@en
<http://bk.sport.owl#kyle-walker-peters>,"kyle walker peters"@en
<http://bk.sport.owl#kyle-walker-peters>,"Kyle Walker-Peters"@en
<http://bk.sport.owl#lazar-randjelovic>,"lazar randjelovic"@en
<http://bk.sport.owl#christoph-kramer>,"Christoph Kramer"@en
<http://bk.sport.owl#christoph-kramer>,"christoph kramer"@en
<http://bk.sport.owl#christoph-kramer>,"Kramer"
<http://bk.sport.owl#sivert-heltne-nilsen>,"Sivert Heltne Nilsen"@en
<http://bk.sport.owl#sivert-heltne-nilsen>,"sivert heltne nilsen"@en
<http://bk.sport.owl#zoran-popovic>,"zoran popovic"@en
<http://bk.sport.owl#zoran-popovic>,"Zoran Popovic"@en
<http://bk.sport.owl#lee-peltier>,"Lee Peltier"@en
<http://bk.sport.owl#lee-peltier>,"lee peltier"@en
<http://bk.sport.owl#michael-frey>,"Michael Frey"@en
<http://bk.sport.owl#michael-frey>,"michael frey"@en
<http://bk.sport.owl#michael-frey>,"Frey"
<http://bk.sport.owl#dmytro-kliots>,"dmytro kliots"@en
<http://bk.sport.owl#christian-kouame>,"christian kouame"@en
<http://bk.sport.owl#jan-kovarik>,"Jan Kovarik"@en
<http://bk.sport.owl#jan-kovarik>,"jan kovarik"@en
<http://bk.sport.owl#arnaud-nordin>,"arnaud nordin"@en
<http://bk.sport.owl#arnaud-nordin>,"Arnaud Nordin"@en
<http://bk.sport.owl#mustapha-yatabare>,"mustapha yatabare"@en
<http://bk.sport.owl#lewis-stevenson>,"lewis stevenson"@en
<http://bk.sport.owl#lewis-stevenson>,"Lewis Stevenson"@en
<http://bk.sport.owl#florian-hart>,"Florian Hart"@en
<http://bk.sport.owl#florian-hart>,"florian hart"@en
<http://bk.sport.owl#wesley-hoedt>,"wesley hoedt"@en
<http://bk.sport.owl#wesley-hoedt>,"Wesley Hoedt"@en
<http://bk.sport.owl#wesley-hoedt>,"Hoedt"
<http://bk.sport.owl#ivan-minchev>,"ivan minchev"@en
<http://bk.sport.owl#razvan-gradinaru>,"razvan gradinaru"@en
<http://bk.sport.owl#razvan-gradinaru>,"Razvan Gradinaru"@en
<http://bk.sport.owl#rory-currie>,"rory currie"@en
<http://bk.sport.owl#dejan-sorgic>,"dejan sorgic"@en
<http://bk.sport.owl#dejan-sorgic>,"Dejan Sorgic"@en
<http://bk.sport.owl#abdou-diallo>,"Abdou Diallo"@en
<http://bk.sport.owl#abdou-diallo>,"abdou diallo"@en
<http://bk.sport.owl#philipp-kohn>,"philipp kohn"@en
<http://bk.sport.owl#nuno-valente>,"nuno valente"@en
<http://bk.sport.owl#nuno-valente>,"Nuno Valente"@en
<http://bk.sport.owl#delphin-tshiembe>,"Delphin Tshiembe"@en
<http://bk.sport.owl#delphin-tshiembe>,"delphin tshiembe"@en
<http://bk.sport.owl#robert-matejov>,"robert matejov"@en
<http://bk.sport.owl#robert-matejov>,"Robert Matejov"@en
<http://bk.sport.owl#luciano-slagveer>,"luciano slagveer"@en
<http://bk.sport.owl#luciano-slagveer>,"Luciano Slagveer"@en
<http://bk.sport.owl#iker-guarrotxena>,"iker guarrotxena"@en
<http://bk.sport.owl#iker-guarrotxena>,"Iker Guarrotxena"@en
<http://bk.sport.owl#james-mcgarry>,"james mcgarry"@en
<http://bk.sport.owl#james-mcgarry>,"James McGarry"@en
<http://bk.sport.owl#brad-lyons>,"brad lyons"@en
<http://bk.sport.owl#yevhen-protasov>,"yevhen protasov"@en
<http://bk.sport.owl#goncalo-cardoso>,"goncalo cardoso"@en
<http://bk.sport.owl#diga>,"Diga"@en
<http://bk.sport.owl#diga>,"diga"@en
<http://bk.sport.owl#adam-smith>,"Adam Smith"@en
<http://bk.sport.owl#adam-smith>,"adam smith"@en
<http://bk.sport.owl#adam-smith>,"Smith"
<http://bk.sport.owl#bubacarr-sanneh>,"Bubacarr Sanneh"@en
<http://bk.sport.owl#bubacarr-sanneh>,"bubacarr sanneh"@en
<http://bk.sport.owl#yehor-kartushov>,"yehor kartushov"@en
<http://bk.sport.owl#yehor-kartushov>,"Yehor Kartushov"@en
<http://bk.sport.owl#callum-paterson>,"callum paterson"@en
<http://bk.sport.owl#callum-paterson>,"Callum Paterson"@en
<http://bk.sport.owl#razvan-petrariu>,"razvan petrariu"@en
<http://bk.sport.owl#razvan-petrariu>,"Razvan Petrariu"@en
<http://bk.sport.owl#dusan-pernis>,"dusan pernis"@en
<http://bk.sport.owl#johan-hammar>,"Johan Hammar"@en
<http://bk.sport.owl#johan-hammar>,"johan hammar"@en
<http://bk.sport.owl#emil-holm>,"emil holm"@en
<http://bk.sport.owl#christopher-giuliani>,"christopher giuliani"@en
<http://bk.sport.owl#ben-mee>,"Ben Mee"@en
<http://bk.sport.owl#ben-mee>,"ben mee"@en
<http://bk.sport.owl#chico-ramos>,"Chico Ramos"@en
<http://bk.sport.owl#chico-ramos>,"chico ramos"@en
<http://bk.sport.owl#buatu>,"buatu"@en
<http://bk.sport.owl#buatu>,"Buatu"@en
<http://bk.sport.owl#frantisek-plach>,"frantisek plach"@en
<http://bk.sport.owl#frantisek-plach>,"Frantisek Plach"@en
<http://bk.sport.owl#rasmus-thellufsen>,"rasmus thellufsen"@en
<http://bk.sport.owl#rasmus-thellufsen>,"Rasmus Thellufsen"@en
<http://bk.sport.owl#itsuki-urata>,"itsuki urata"@en
<http://bk.sport.owl#gideon-mensah>,"gideon mensah"@en
<http://bk.sport.owl#samir-nasri>,"samir nasri"@en
<http://bk.sport.owl#samir-nasri>,"Samir Nasri"@en
<http://bk.sport.owl#samir-nasri>,"Nasri"
<http://bk.sport.owl#nicolo-barella>,"nicolo barella"@en
<http://bk.sport.owl#alessio-cragno>,"Alessio Cragno"@en
<http://bk.sport.owl#alessio-cragno>,"alessio cragno"@en
<http://bk.sport.owl#alex-smithies>,"alex smithies"@en
<http://bk.sport.owl#alex-smithies>,"Alex Smithies"@en
<http://bk.sport.owl#isak-ssewankambo>,"Isak Ssewankambo"@en
<http://bk.sport.owl#isak-ssewankambo>,"isak ssewankambo"@en
<http://bk.sport.owl#filip-kukulicic>,"filip kukulicic"@en
<http://bk.sport.owl#stuart-armstrong>,"Stuart Armstrong"@en
<http://bk.sport.owl#stuart-armstrong>,"stuart armstrong"@en
<http://bk.sport.owl#jon-dagur-thorsteinsson>,"jon dagur thorsteinsson"@en
<http://bk.sport.owl#adrian-popa>,"adrian popa"@en
<http://bk.sport.owl#mauro-cerqueira>,"Mauro Cerqueira"@en
<http://bk.sport.owl#mauro-cerqueira>,"mauro cerqueira"@en
<http://bk.sport.owl#luis-martins>,"Luis Martins"@en
<http://bk.sport.owl#luis-martins>,"luis martins"@en
<http://bk.sport.owl#aleksandar-isaevski>,"aleksandar isaevski"@en
<http://bk.sport.owl#maya-yoshida>,"Maya Yoshida"@en
<http://bk.sport.owl#maya-yoshida>,"maya yoshida"@en
<http://bk.sport.owl#maya-yoshida>,"Yoshida"
<http://bk.sport.owl#antoine-bernede>,"Antoine Bernede"@en
<http://bk.sport.owl#antoine-bernede>,"antoine bernede"@en
<http://bk.sport.owl#vaclav-jurena>,"Vaclav Jurena"@en
<http://bk.sport.owl#vaclav-jurena>,"vaclav jurena"@en
<http://bk.sport.owl#lorenzo-insigne>,"lorenzo insigne"@en
<http://bk.sport.owl#lorenzo-insigne>,"Lorenzo Insigne"@en
<http://bk.sport.owl#lorenzo-insigne>,"Insigne"
<http://bk.sport.owl#stiven-plaza>,"stiven plaza"@en
<http://bk.sport.owl#robert-kakeeto>,"robert kakeeto"@en
<http://bk.sport.owl#cican-stankovic>,"cican stankovic"@en
<http://bk.sport.owl#cican-stankovic>,"Cican Stankovic"@en
<http://bk.sport.owl#roy-gelmi>,"roy gelmi"@en
<http://bk.sport.owl#roy-gelmi>,"Roy Gelmi"@en
<http://bk.sport.owl#vasilios-pliatsikas>,"vasilios pliatsikas"@en
<http://bk.sport.owl#vasilios-pliatsikas>,"Vasilios Pliatsikas"@en
<http://bk.sport.owl#nika-sandokhadze>,"nika sandokhadze"@en
<http://bk.sport.owl#haris-hajradinovic>,"haris hajradinovic"@en
<http://bk.sport.owl#haris-hajradinovic>,"Haris Hajradinovic"@en
<http://bk.sport.owl#milos-kosanovic>,"Milos Kosanovic"@en
<http://bk.sport.owl#milos-kosanovic>,"milos kosanovic"@en
<http://bk.sport.owl#valeri-kichin>,"valeri kichin"@en
<http://bk.sport.owl#valeri-kichin>,"Valeri Kichin"@en
<http://bk.sport.owl#selcuk-inan>,"Selcuk Inan"@en
<http://bk.sport.owl#selcuk-inan>,"selcuk inan"@en
<http://bk.sport.owl#vadym-paramonov>,"vadym paramonov"@en
<http://bk.sport.owl#vadym-paramonov>,"Vadym Paramonov"@en
<http://bk.sport.owl#pedro-pereira>,"pedro pereira"@en
<http://bk.sport.owl#pedro-pereira>,"Pedro Pereira"@en
<http://bk.sport.owl#pedro-pereira>,"Pereira"
<http://bk.sport.owl#ali-camdali>,"ali camdali"@en
<http://bk.sport.owl#ali-camdali>,"Ali Camdali"@en
<http://bk.sport.owl#joseph-paintsil>,"Joseph Paintsil"@en
<http://bk.sport.owl#joseph-paintsil>,"joseph paintsil"@en
<http://bk.sport.owl#lukas-hulka>,"lukas hulka"@en
<http://bk.sport.owl#lukas-hulka>,"Lukas Hulka"@en
<http://bk.sport.owl#mehdi-zeffane>,"mehdi zeffane"@en
<http://bk.sport.owl#mehdi-zeffane>,"Zeffane"
<http://bk.sport.owl#ivan-ostojic>,"ivan ostojic"@en
<http://bk.sport.owl#ivan-ostojic>,"Ivan Ostojic"@en
<http://bk.sport.owl#oleksandr-zubkov>,"Oleksandr Zubkov"@en
<http://bk.sport.owl#oleksandr-zubkov>,"oleksandr zubkov"@en
<http://bk.sport.owl#mehmet-topal>,"Mehmet Topal"@en
<http://bk.sport.owl#mehmet-topal>,"mehmet topal"@en
<http://bk.sport.owl#davide-petrucci>,"Davide Petrucci"@en
<http://bk.sport.owl#davide-petrucci>,"davide petrucci"@en
<http://bk.sport.owl#mathieu-goncalves>,"mathieu goncalves"@en
<http://bk.sport.owl#mathieu-goncalves>,"Mathieu Goncalves"@en
<http://bk.sport.owl#moussa-sanoh>,"Moussa Sanoh"@en
<http://bk.sport.owl#moussa-sanoh>,"moussa sanoh"@en
<http://bk.sport.owl#tobias-sippel>,"Tobias Sippel"@en
<http://bk.sport.owl#tobias-sippel>,"tobias sippel"@en
