a,la
<http://bk.sport.owl#municipal-de-chaves-stadium>,"Municipal de Chaves"@en
<http://bk.sport.owl#anfield-stadium>,"Anfield"@en
<http://bk.sport.owl#qizhong-forest-sports-city-arena-grand-stand-court-2-tennis-stadium>,"Qizhong Forest Sports City Arena Grand Stand Court 2"@en
<http://bk.sport.owl#coface-arena-football-stadium>,"Coface Arena"@en
<http://bk.sport.owl#san-mames-football-stadium>,"San Mam\u00E9s Stadium"@en
<http://bk.sport.owl#georgi-asparuhov-football-stadium>,"Georgi Asparuhov Stadium"@en
<http://bk.sport.owl#recep-tayyip-erdogan-stadyumu-stadium>,"Recep Tayyip Erdogan Stadyumu"@en
<http://bk.sport.owl#louis-armstrong-tennis-stadium>,"Louis Armstrong Stadium"@en
<http://bk.sport.owl#stadion-slavko-maletin-vava-stadium>,"Stadion Slavko Maletin Vava"@en
<http://bk.sport.owl#stadio-renato-curi-football-stadium>,"Stadio Renato Curi"@en
<http://bk.sport.owl#stadio-san-paolo-football-stadium>,"Stadio San Paolo"@en
<http://bk.sport.owl#ludwigspark-stadion-football-stadium>,"Ludwigspark Stadion"@en
<http://bk.sport.owl#stade-felix-bollaert-football-stadium>,"Stade F\u00E9lix Bollaert"@en
<http://bk.sport.owl#estadio-algarve-football-stadium>,"Est\u00E1dio Algarve"@en
<http://bk.sport.owl#qizhong-forest-sports-city-arena-court-3-tennis-stadium>,"Qizhong Forest Sports City Arena Court 3"@en
<http://bk.sport.owl#stade-gaston-g\u00E9rard-stadium>,"Stade Gaston-G\u00E9rard"@en
<http://bk.sport.owl#izmir-ataturk-stadyumu-football-stadium>,"\u0130zmir Atat\u00FCrk Stadyumu"@en
<http://bk.sport.owl#coliseum-alfonso-p\u00E9rez-stadium>,"Coliseum Alfonso P\u00E9rez"@en
<http://bk.sport.owl#ahoy-rotterdam-tennis-stadium>,"Ahoy Rotterdam"@en
<http://bk.sport.owl#stade-du-roudourou-stadium>,"Stade du Roudourou"@en
<http://bk.sport.owl#national-tennis-center-court-1-tennis-stadium>,"National Tennis Center Court 1"@en
<http://bk.sport.owl#stadion-energa-gda?sk-stadium>,"Stadion Energa Gda?sk"@en
<http://bk.sport.owl#spor-toto-akhisar-stadyumu-stadium>,"Spor Toto Akhisar Stadyumu"@en
<http://bk.sport.owl#shakhtar-football-stadium>,"Shakhtar Stadium"@en
<http://bk.sport.owl#estadio-jose-rico-perez-football-stadium>,"Estadio Jos\u00E9 Rico P\u00E9rez"@en
<http://bk.sport.owl#e.-c.-j.-de-almeida-freitas-stadium>,"E. C. J. de Almeida Freitas"@en
<http://bk.sport.owl#odsal-football-stadium>,"Odsal Stadium"@en
<http://bk.sport.owl#maksimir-stadium>,"Maksimir"@en
<http://bk.sport.owl#los-angeles-tennis-center-tennis-stadium>,"Los Angeles Tennis Center"@en
<http://bk.sport.owl#o-moore-park-football-stadium>,"O'Moore Park"@en
<http://bk.sport.owl#wimbledon-no-1-court-tennis-stadium>,"Wimbledon No. 1 Court"@en
<http://bk.sport.owl#m?stsk\u00FD-stadion-mlad\u00E1-boleslav-stadium>,"M?stsk\u00FD stadion Mlad\u00E1 Boleslav"@en
<http://bk.sport.owl#amsterdam-arena-football-stadium>,"Amsterdam Arena"@en
<http://bk.sport.owl#mttc-iphitos-tennis-stadium>,"MTTC Iphitos"@en
<http://bk.sport.owl#st-mary-s-football-stadium>,"St Mary's Stadium"@en
<http://bk.sport.owl#debrecen-stadion-football-stadium>,"Debrecen Stadion"@en
<http://bk.sport.owl#darling-tennis-center-tennis-stadium>,"Darling Tennis Center"@en
<http://bk.sport.owl#intersport-arena-tennis-stadium>,"Intersport Arena"@en
<http://bk.sport.owl#falcon-alkoholfri-arena-stadium>,"Falcon Alkoholfri Arena"@en
<http://bk.sport.owl#est\u00E1dio-jo\u00E3o-cardoso-stadium>,"Est\u00E1dio Jo\u00E3o Cardoso"@en
<http://bk.sport.owl#sdat-tennis-tennis-stadium>,"SDAT Tennis Stadium"@en
<http://bk.sport.owl#mikheil-meskhi-football-stadium>,"Mikheil Meskhi Stadium"@en
<http://bk.sport.owl#stadio-artemio-franchi-football-stadium>,"Stadio Artemio Franchi"@en
<http://bk.sport.owl#fritz-walter-stadion-football-stadium>,"Fritz-Walter-Stadion"@en
<http://bk.sport.owl#roland-garros-no-1-court-tennis-stadium>,"Roland Garros No. 1 Court"@en
<http://bk.sport.owl#mestalla-stadium>,"Mestalla"@en
<http://bk.sport.owl#stade-guy-boniface-football-stadium>,"Stade Guy Boniface"@en
<http://bk.sport.owl#slavia-football-stadium>,"Slavia Stadium"@en
<http://bk.sport.owl#est\u00E1dio-do-bessa-sec.-xxi-stadium>,"Est\u00E1dio do Bessa Sec. XXI"@en
<http://bk.sport.owl#silesian-football-stadium>,"Silesian Stadium"@en
<http://bk.sport.owl#carrow-road-football-stadium>,"Carrow Road"@en
<http://bk.sport.owl#ricoh-arena-football-stadium>,"Ricoh Arena"@en
<http://bk.sport.owl#xanthi-arena-stadium>,"Xanthi Arena"@en
<http://bk.sport.owl#nv-arena-stadium>,"NV Arena"@en
<http://bk.sport.owl#rajko-miti?-stadium-stadium>,"Rajko Miti? Stadium"@en
<http://bk.sport.owl#estadi-de-mestalla-football-stadium>,"Estadi de Mestalla"@en
<http://bk.sport.owl#butovsky-vorskla-football-stadium>,"Butovsky Vorskla Stadium"@en
<http://bk.sport.owl#est\u00E1dio-d.-afonso-henriques-stadium>,"Est\u00E1dio D. Afonso Henriques"@en
<http://bk.sport.owl#juventus-football-stadium>,"Juventus Stadium"@en
<http://bk.sport.owl#breffni-park-football-stadium>,"Breffni Park"@en
<http://bk.sport.owl#twickenham-football-stadium>,"Twickenham Stadium"@en
<http://bk.sport.owl#3.?stanbul-ba?ak?ehir-fatih-terim-stadium>,"3.?stanbul Ba?ak?ehir Fatih Terim"@en
<http://bk.sport.owl#parc-des-princes-stadium>,"Parc des Princes"@en
<http://bk.sport.owl#st-jakobshalle-tennis-stadium>,"St. Jakobshalle"@en
<http://bk.sport.owl#bijeli-brijeg-football-stadium>,"Bijeli Brijeg Stadium"@en
<http://bk.sport.owl#sochi-olympic-football-stadium>,"Sochi Olympic Stadium"@en
<http://bk.sport.owl#roy-emerson-arena-tennis-stadium>,"Roy Emerson Arena"@en
<http://bk.sport.owl#rod-laver-arena-tennis-stadium>,"Rod Laver Arena"@en
<http://bk.sport.owl#bala\u00EDdos-stadium>,"Bala\u00EDdos"@en
<http://bk.sport.owl#nowlan-park-football-stadium>,"Nowlan Park"@en
<http://bk.sport.owl#stadio-erasmo-iacovone-football-stadium>,"Stadio Erasmo Iacovone"@en
<http://bk.sport.owl#ghelamco-arena-stadium>,"Ghelamco Arena"@en
<http://bk.sport.owl#stadion-juliska-stadium>,"Stadion Juliska"@en
<http://bk.sport.owl#de-oude-meerdijk-stadium>,"De Oude Meerdijk"@en
<http://bk.sport.owl#stadion-cracovii-im.-j\u00F3zefa-pi?sudskiego-stadium>,"Stadion Cracovii im. J\u00F3zefa Pi?sudskiego"@en
<http://bk.sport.owl#white-hart-lane-football-stadium>,"White Hart Lane"@en
<http://bk.sport.owl#baku-tennis-academy-central-court-tennis-stadium>,"Baku Tennis Academy Central Court"@en
<http://bk.sport.owl#stadiumi-olimpik-adem-jashari-football-stadium>,"Stadiumi Olimpik Adem Jashari"@en
<http://bk.sport.owl#stadio-renzo-barbera-football-stadium>,"Stadio Renzo Barbera"@en
<http://bk.sport.owl#covebo-stadion-de-koel-stadium>,"Covebo Stadion - De Koel -"@en
<http://bk.sport.owl#stadio-olimpico-di-torino-football-stadium>,"Stadio Olimpico di Torino"@en
<http://bk.sport.owl#gerry-weber-stadion-tennis-stadium>,"Gerry Weber Stadion"@en
<http://bk.sport.owl#rose-bowl-football-stadium>,"Rose Bowl"@en
<http://bk.sport.owl#san-mam\u00E9s-stadium>,"San Mam\u00E9s"@en
<http://bk.sport.owl#toumba-stadium-stadium>,"Toumba Stadium"@en
<http://bk.sport.owl#generali-arena-stadium>,"Generali Arena"@en
<http://bk.sport.owl#new-konya-football-stadium>,"New Konya Stadium"@en
<http://bk.sport.owl#max-morlock-stadion-stadium>,"Max-Morlock-Stadion"@en
<http://bk.sport.owl#le-canonnier-stadium>,"Le Canonnier"@en
<http://bk.sport.owl#khalifa-international-tennis-and-squash-complex-tennis-stadium>,"Khalifa International Tennis and Squash Complex"@en
<http://bk.sport.owl#ariake-coliseum-tennis-stadium>,"Ariake Coliseum"@en
<http://bk.sport.owl#estadio-municipal-de-aveiro-football-stadium>,"Est\u00E1dio Municipal de Aveiro"@en
<http://bk.sport.owl#palais-omnisports-de-paris-bercy-tennis-stadium>,"Palais Omnisports de Paris-Bercy"@en
<http://bk.sport.owl#gradski-stadion-subotica-stadium>,"Gradski Stadion Subotica"@en
<http://bk.sport.owl#rostov-arena-stadium>,"Rostov Arena"@en
<http://bk.sport.owl#dr-hyde-park-football-stadium>,"Dr. Hyde Park"@en
<http://bk.sport.owl#sporten-kompleks-botev-1912-komatevo-stadium>,"Sporten kompleks Botev 1912 Komatevo"@en
<http://bk.sport.owl#estadio-manuel-martinez-valero-football-stadium>,"Estadio Manuel Mart\u00EDnez Valero"@en
<http://bk.sport.owl#stade-louis-ii-stadium>,"Stade Louis-II"@en
<http://bk.sport.owl#swissporarena-stadium>,"swissporarena"@en
<http://bk.sport.owl#estadio-nacional-football-stadium>,"Est\u00E1dio Nacional"@en
<http://bk.sport.owl#de-bosuil-stadium>,"De Bosuil"@en
<http://bk.sport.owl#st-james-park-football-stadium>,"St James' Park"@en
<http://bk.sport.owl#st-james-park-football-stadium>,"St. James' Park"@en
<http://bk.sport.owl#devonshire-park-lawn-tennis-club-tennis-stadium>,"Devonshire Park Lawn Tennis Club"@en
<http://bk.sport.owl#complexe-al-amal-tennis-stadium>,"Complexe Al Amal"@en
<http://bk.sport.owl#bayarena-stadium>,"BayArena"@en
<http://bk.sport.owl#stadio-via-del-mare-football-stadium>,"Stadio Via del Mare"@en
<http://bk.sport.owl#anghel-iordanescu-stadium>,"Anghel Iordanescu"@en
<http://bk.sport.owl#pappelstadion-stadium>,"Pappelstadion"@en
<http://bk.sport.owl#king-baudouin-football-stadium>,"King Baudouin Stadium"@en
<http://bk.sport.owl#m?stsk\u00FD-stadion-stadium>,"M?stsk\u00FD stadion"@en
<http://bk.sport.owl#easter-road-stadium-stadium>,"Easter Road Stadium"@en
<http://bk.sport.owl#stadion-cukaricki-stadium>,"Stadion Cukaricki"@en
<http://bk.sport.owl#stadion-im.-volodymyra-boyko-stadium>,"Stadion im. Volodymyra Boyko"@en
<http://bk.sport.owl#dnipro-football-stadium>,"Dnipro Stadium"@en
<http://bk.sport.owl#veltins-arena-football-stadium>,"Veltins-Arena"@en
<http://bk.sport.owl#lokomotiv-stadium>,"Lokomotiv"@en
<http://bk.sport.owl#asb-centre-tennis-stadium>,"ASB Centre"@en
<http://bk.sport.owl#ataturk-football-stadium>,"Atat\u00FCrk Stadium"@en
<http://bk.sport.owl#parken-football-stadium>,"Parken Stadium"@en
<http://bk.sport.owl#dynamo-football-stadium>,"Dynamo Stadium"@en
<http://bk.sport.owl#tennis-stadium-kitzbuhel-tennis-stadium>,"Tennis stadium Kitzb\u00FChel"@en
<http://bk.sport.owl#behrn-arena-stadium>,"Behrn Arena"@en
<http://bk.sport.owl#kazhimukan-munaitpasov-football-stadium>,"Kazhimukan Munaitpasov Stadium"@en
<http://bk.sport.owl#national-tennis-tennis-stadium>,"National Tennis Stadium"@en
<http://bk.sport.owl#cardiff-city-stadium-stadium>,"Cardiff City Stadium"@en
<http://bk.sport.owl#dinamo-football-stadium>,"Dinamo Stadium"@en
<http://bk.sport.owl#ukraina-football-stadium>,"Ukraina Stadium"@en
<http://bk.sport.owl#allianz-riviera-football-stadium>,"Allianz Riviera"@en
<http://bk.sport.owl#municipal-gaz-metan-stadium>,"Municipal Gaz Metan"@en
<http://bk.sport.owl#dacia-arena-stadium>,"Dacia Arena"@en
<http://bk.sport.owl#maurice-dufrasne-stadion-stadium>,"Maurice Dufrasne Stadion"@en
<http://bk.sport.owl#valeriy-lobanovsky-stadion-stadium>,"Valeriy Lobanovsky Stadion"@en
<http://bk.sport.owl#est\u00E1dio-do-drag\u00E3o-stadium>,"Est\u00E1dio do Drag\u00E3o"@en
<http://bk.sport.owl#millennium-football-stadium>,"Millennium Stadium"@en
<http://bk.sport.owl#ferenc-puskas-stadion-football-stadium>,"Ferenc Pusk\u00E1s Stadion"@en
<http://bk.sport.owl#brondby-football-stadium>,"Br\u00F8ndby Stadium"@en
<http://bk.sport.owl#impuls-arena-football-stadium>,"Impuls Arena"@en
<http://bk.sport.owl#vodafone-park-stadium>,"Vodafone Park"@en
<http://bk.sport.owl#riazor-football-stadium>,"Riazor"@en
<http://bk.sport.owl#lavanttal-arena-stadium>,"Lavanttal-Arena"@en
<http://bk.sport.owl#lotus-court-tennis-stadium>,"Lotus Court"@en
<http://bk.sport.owl#wembley-football-stadium>,"Wembley Stadium"@en
<http://bk.sport.owl#estadio-do-bessa-football-stadium>,"Est\u00E1dio do Bessa"@en
<http://bk.sport.owl#maksimir-football-stadium>,"Maksimir Stadium"@en
<http://bk.sport.owl#stadio-partenio-football-stadium>,"Stadio Partenio"@en
<http://bk.sport.owl#tehelne-pole-football-stadium>,"Teheln\u00E9 pole"@en
<http://bk.sport.owl#stadio-renato-dall\u2019ara-stadium>,"Stadio Renato Dall\u2019Ara"@en
<http://bk.sport.owl#est\u00E1dio-de-s\u00E3o-miguel-stadium>,"Est\u00E1dio de S\u00E3o Miguel"@en
<http://bk.sport.owl#stadionul-steaua-football-stadium>,"Stadionul Steaua"@en
<http://bk.sport.owl#ceres-park-stadium>,"Ceres Park"@en
<http://bk.sport.owl#estadio-benito-villamarin-football-stadium>,"Estadio Benito Villamar\u00EDn"@en
<http://bk.sport.owl#j\u00E4mtkraft-arena-stadium>,"J\u00E4mtkraft Arena"@en
<http://bk.sport.owl#luminus-arena-stadium>,"Luminus Arena"@en
<http://bk.sport.owl#cardiff-city-football-stadium>,"Cardiff City Stadium"@en
<http://bk.sport.owl#stadionul-ion-oblemenco-football-stadium>,"Stadionul Ion Oblemenco"@en
<http://bk.sport.owl#arsenal-stadium>,"Arsenal"@en
<http://bk.sport.owl#margaret-court-arena-tennis-stadium>,"Margaret Court Arena"@en
<http://bk.sport.owl#stadio-livadias-stadium>,"Stadio Livadias"@en
<http://bk.sport.owl#constant-vanden-stock-stadion-stadium>,"Constant Vanden Stock Stadion"@en
<http://bk.sport.owl#stamford-bridge-stadium>,"Stamford Bridge"@en
<http://bk.sport.owl#kosmos-arena-stadium>,"Kosmos-Arena"@en
<http://bk.sport.owl#bravida-arena-stadium>,"Bravida Arena"@en
<http://bk.sport.owl#neftyanik-stadium>,"Neftyanik"@en
<http://bk.sport.owl#opel-arena-stadium>,"Opel Arena"@en
<http://bk.sport.owl#bsfz-arena-stadium>,"BSFZ-Arena"@en
<http://bk.sport.owl#central-football-stadium>,"Central Stadium"@en
<http://bk.sport.owl#signal-iduna-park-football-stadium>,"Signal Iduna Park"@en
<http://bk.sport.owl#el-alcoraz-stadium>,"El Alcoraz"@en
<http://bk.sport.owl#hypo-arena-football-stadium>,"Hypo-Arena"@en
<http://bk.sport.owl#the-oval-football-stadium>,"The Oval"@en
<http://bk.sport.owl#gipedo-kleanthis-vikelidis-stadium>,"Gipedo \"Kleanthis Vikelidis\""@en
<http://bk.sport.owl#selhurst-park-stadium>,"Selhurst Park"@en
<http://bk.sport.owl#telia-parken-stadium>,"Telia Parken"@en
<http://bk.sport.owl#estadio-nuevo-jose-zorrilla-football-stadium>,"Estadio Nuevo Jos\u00E9 Zorrilla"@en
<http://bk.sport.owl#kort-centralny-park-tenisowy-olimpia-tennis-stadium>,"Kort Centralny (Park Tenisowy Olimpia)"@en
<http://bk.sport.owl#allianz-riviera-stadium>,"Allianz Riviera"@en
<http://bk.sport.owl#amex-stadium-stadium>,"AMEX Stadium"@en
<http://bk.sport.owl#sinobo-stadium-stadium>,"Sinobo Stadium"@en
<http://bk.sport.owl#src-velika-gorica-stadium>,"SRC Velika Gorica"@en
<http://bk.sport.owl#ibrox-stadium-stadium>,"Ibrox Stadium"@en
<http://bk.sport.owl#weserstadion-stadium>,"Weserstadion"@en
<http://bk.sport.owl#hp-pavilion-at-san-jose-tennis-stadium>,"HP Pavilion at San Jose"@en
<http://bk.sport.owl#malmo-stadion-football-stadium>,"Malm\u00F6 Stadion"@en
<http://bk.sport.owl#olympic-football-stadium>,"Olympic Stadium"@en
<http://bk.sport.owl#seoul-olympic-park-tennis-center-tennis-stadium>,"Seoul Olympic Park Tennis Center"@en
<http://bk.sport.owl#wimbledon-no-2-court-tennis-stadium>,"Wimbledon No. 2 Court"@en
<http://bk.sport.owl#lindner-family-tennis-center-tennis-stadium>,"Lindner Family Tennis Center"@en
<http://bk.sport.owl#ds-arena-stadium>,"DS Arena"@en
<http://bk.sport.owl#court-17-tennis-stadium>,"Court 17"@en
<http://bk.sport.owl#olimpiysky-national-sports-complex-football-stadium>,"Olimpiysky National Sports Complex"@en
<http://bk.sport.owl#estadio-gran-canaria-football-stadium>,"Estadio Gran Canaria"@en
<http://bk.sport.owl#emirates-football-stadium>,"Emirates Stadium"@en
<http://bk.sport.owl#daknamstadion-stadium>,"Daknamstadion"@en
<http://bk.sport.owl#estadio-d-afonso-henriques-football-stadium>,"Est\u00E1dio D. Afonso Henriques"@en
<http://bk.sport.owl#stadion-fk-ma?va-stadium>,"Stadion FK Ma?va"@en
<http://bk.sport.owl#city-football-stadium>,"City Stadium"@en
<http://bk.sport.owl#carlos-tartiere-football-stadium>,"Carlos Tartiere"@en
<http://bk.sport.owl#republican-spartak-football-stadium>,"Republican Spartak Stadium"@en
<http://bk.sport.owl#st-mary's-stadium-stadium>,"St Mary's Stadium"@en
<http://bk.sport.owl#estadio-jose-alvalade-football-stadium>,"Est\u00E1dio Jos\u00E9 Alvalade"@en
<http://bk.sport.owl#almaty-central-football-stadium>,"Almaty Central Stadium"@en
<http://bk.sport.owl#philips-stadion-football-stadium>,"Philips Stadion"@en
<http://bk.sport.owl#hristo-botev-football-stadium>,"Hristo Botev Stadium"@en
<http://bk.sport.owl#new-zenit-football-stadium>,"New Zenit Stadium"@en
<http://bk.sport.owl#stade-chaban-delmas-football-stadium>,"Stade Chaban-Delmas"@en
<http://bk.sport.owl#ipurua-stadium>,"Ipurua"@en
<http://bk.sport.owl#mdcc-arena-football-stadium>,"MDCC-Arena"@en
<http://bk.sport.owl#badenova-stadion-football-stadium>,"Badenova-Stadion"@en
<http://bk.sport.owl#gradski-stadion-u-poljudu-football-stadium>,"Gradski stadion u Poljudu"@en
<http://bk.sport.owl#new-trabzon-football-stadium>,"New Trabzon Stadium"@en
<http://bk.sport.owl#mmarena-football-stadium>,"MMArena"@en
<http://bk.sport.owl#tivoli-neu-football-stadium>,"Tivoli-Neu"@en
<http://bk.sport.owl#commerzbank-arena-stadium>,"Commerzbank Arena"@en
<http://bk.sport.owl#st.-jakob-park-stadium>,"St. Jakob-Park"@en
<http://bk.sport.owl#est\u00E1dio-cd-das-aves-stadium>,"Est\u00E1dio CD das Aves"@en
<http://bk.sport.owl#gelredome-football-stadium>,"GelreDome"@en
<http://bk.sport.owl#?ol\u00ED?ek-stadium>,"?ol\u00ED?ek"@en
<http://bk.sport.owl#portman-road-football-stadium>,"Portman Road"@en
<http://bk.sport.owl#red-star-football-stadium>,"Red Star Stadium"@en
<http://bk.sport.owl#allianz-stadion-stadium>,"Allianz-Stadion"@en
<http://bk.sport.owl#estadio-metropolitano-de-madrid-stadium>,"Estadio Metropolitano de Madrid"@en
<http://bk.sport.owl#stadion-letzigrund-stadium>,"Stadion Letzigrund"@en
<http://bk.sport.owl#khimik-football-stadium>,"Khimik Stadium"@en
<http://bk.sport.owl#olimpico-di-roma-stadium>,"Olimpico di Roma"@en
<http://bk.sport.owl#tele2-arena-football-stadium>,"Tele2 Arena"@en
<http://bk.sport.owl#fortuna-sittard-stadion-stadium>,"Fortuna Sittard Stadion"@en
<http://bk.sport.owl#wiener-stadthalle-tennis-stadium>,"Wiener Stadthalle"@en
<http://bk.sport.owl#uniprix-tennis-stadium>,"Uniprix Stadium"@en
<http://bk.sport.owl#vicente-calderon-football-stadium>,"Vicente Calder\u00F3n Stadium"@en
<http://bk.sport.owl#atleti-azzurri-d'italia-stadium>,"Atleti Azzurri d'Italia"@en
<http://bk.sport.owl#stade-de-la-licorne-stadium>,"Stade de la Licorne"@en
<http://bk.sport.owl#craven-cottage-stadium>,"Craven Cottage"@en
<http://bk.sport.owl#goodison-park-football-stadium>,"Goodison Park"@en
<http://bk.sport.owl#stockhorn-arena-stadium>,"Stockhorn Arena"@en
<http://bk.sport.owl#artemio-franchi-stadium>,"Artemio Franchi"@en
<http://bk.sport.owl#stadion-vo\u017Edovac-stadium>,"Stadion Vo\u017Edovac"@en
<http://bk.sport.owl#stadium-puskas-ferenc-football-stadium>,"Stadium Pusk\u00E1s Ferenc"@en
<http://bk.sport.owl#arthur-ashe-tennis-stadium>,"Arthur Ashe Stadium"@en
<http://bk.sport.owl#antalya-stadyumu-stadium>,"Antalya Stadyumu"@en
<http://bk.sport.owl#monte-carlo-country-club-tennis-stadium>,"Monte Carlo Country Club"@en
<http://bk.sport.owl#gipedo-theodoros-vardinogiannis-stadium>,"Gipedo Theodoros Vardinogiannis"@en
<http://bk.sport.owl#suzuki-arena-stadium>,"Suzuki Arena"@en
<http://bk.sport.owl#mchale-park-football-stadium>,"McHale Park"@en
<http://bk.sport.owl#cska-moscow-football-stadium>,"CSKA Moscow Stadium"@en
<http://bk.sport.owl#ullevaal-stadion-football-stadium>,"Ullevaal Stadion"@en
<http://bk.sport.owl#gazovik-stadium>,"Gazovik"@en
<http://bk.sport.owl#tennis-center-at-crandon-park-tennis-stadium>,"Tennis Center at Crandon Park"@en
<http://bk.sport.owl#donbass-arena-football-stadium>,"Donbass Arena"@en
<http://bk.sport.owl#pankritio-football-stadium>,"Pankritio Stadium"@en
<http://bk.sport.owl#new-tivoli-football-stadium>,"New Tivoli"@en
<http://bk.sport.owl#sportlokaal-bokkeduinen-tennis-stadium>,"Sportlokaal Bokkeduinen"@en
<http://bk.sport.owl#mac\u00B3park-stadion-stadium>,"MAC\u00B3PARK stadion"@en
<http://bk.sport.owl#wildparkstadion-football-stadium>,"Wildparkstadion"@en
<http://bk.sport.owl#fitzgerald-football-stadium>,"Fitzgerald Stadium"@en
<http://bk.sport.owl#eryaman-stadyumu-stadium>,"Eryaman Stadyumu"@en
<http://bk.sport.owl#kuban-football-stadium>,"Kuban Stadium"@en
<http://bk.sport.owl#the-hawthorns-football-stadium>,"The Hawthorns"@en
<http://bk.sport.owl#stadion-rote-erde-football-stadium>,"Stadion Rote Erde"@en
<http://bk.sport.owl#philip-ii-arena-football-stadium>,"Philip II Arena"@en
<http://bk.sport.owl#foro-italico-tennis-stadium>,"Foro Italico"@en
<http://bk.sport.owl#camp-nou-football-stadium>,"Camp Nou"@en
<http://bk.sport.owl#pepsi-arena-football-stadium>,"Pepsi Arena"@en
<http://bk.sport.owl#sardegna-arena-stadium>,"Sardegna Arena"@en
<http://bk.sport.owl#norrporten-arena-stadium>,"Norrporten Arena"@en
<http://bk.sport.owl#ganja-city-football-stadium>,"Ganja City Stadium"@en
<http://bk.sport.owl#mcdiarmid-park-stadium>,"McDiarmid Park"@en
<http://bk.sport.owl#central-stadium-volgograd-football-stadium>,"Central Stadium (Volgograd)"@en
<http://bk.sport.owl#st-tiernach-s-park-football-stadium>,"St. Tiernach's Park"@en
<http://bk.sport.owl#arena-lviv-football-stadium>,"Arena Lviv"@en
<http://bk.sport.owl#allianz-arena-football-stadium>,"Allianz Arena"@en
<http://bk.sport.owl#portim\u00E3o-est\u00E1dio-stadium>,"Portim\u00E3o Est\u00E1dio"@en
<http://bk.sport.owl#erzurum-kaz?m-karabekir-stadium>,"Erzurum Kaz?m Karabekir"@en
<http://bk.sport.owl#hobart-international-tennis-centre-tennis-stadium>,"Hobart International Tennis Centre"@en
<http://bk.sport.owl#real-club-de-tenis-barcelona-tennis-stadium>,"Real Club de Tenis Barcelona"@en
<http://bk.sport.owl#stadion-v-mestskych-sadech-stadium>,"Stadion v Mestskych sadech"@en
<http://bk.sport.owl#gipedo-panetolikou-stadium>,"Gipedo Panetolikou"@en
<http://bk.sport.owl#municipal-sf.-gheorghe-stadium>,"Municipal Sf. Gheorghe"@en
<http://bk.sport.owl#romai-teniszakademia-tennis-stadium>,"R\u00F3mai Teniszakad\u00E9mia"@en
<http://bk.sport.owl#lindner-family-tennis-center-court-9-tennis-stadium>,"Lindner Family Tennis Center (Court #9)"@en
<http://bk.sport.owl#cristal-arena-football-stadium>,"Cristal Arena"@en
<http://bk.sport.owl#stade-de-la-meinau-football-stadium>,"Stade de la Meinau"@en
<http://bk.sport.owl#stadium-municipal-stadium>,"Stadium Municipal"@en
<http://bk.sport.owl#turk-telekom-arena-football-stadium>,"Turk Telekom Arena"@en
<http://bk.sport.owl#guldf\u00E5geln-arena-stadium>,"Guldf\u00E5geln Arena"@en
<http://bk.sport.owl#ataturk-olympic-football-stadium>,"Atat\u00FCrk Olympic Stadium"@en
<http://bk.sport.owl#stadio-euganeo-football-stadium>,"Stadio Euganeo"@en
<http://bk.sport.owl#orange-v\u00E9lodrome-stadium>,"Orange V\u00E9lodrome"@en
<http://bk.sport.owl#ken-rosewall-arena-tennis-stadium>,"Ken Rosewall Arena"@en
<http://bk.sport.owl#veltins-arena-stadium>,"Veltins-Arena"@en
<http://bk.sport.owl#hillsborough-football-stadium>,"Hillsborough Stadium"@en
<http://bk.sport.owl#andr?v-stadion-stadium>,"Andr?v stadion"@en
<http://bk.sport.owl#stadion-feyenoord-'de-kuip'-stadium>,"Stadion Feyenoord 'De Kuip'"@en
<http://bk.sport.owl#stade-de-geneve-football-stadium>,"Stade de Gen\u00E8ve"@en
<http://bk.sport.owl#jan-breydel-football-stadium>,"Jan Breydel Stadium"@en
<http://bk.sport.owl#stadio-grande-torino-stadium>,"Stadio Grande Torino"@en
<http://bk.sport.owl#stade-de-la-mosson-stadium>,"Stade de la Mosson"@en
<http://bk.sport.owl#schucoarena-football-stadium>,"Sch\u00FCcoArena"@en
<http://bk.sport.owl#stadion-ludowy-stadium>,"Stadion Ludowy"@en
<http://bk.sport.owl#estadi-ciutat-de-valencia-football-stadium>,"Estadi Ciutat de Val\u00E8ncia"@en
<http://bk.sport.owl#gipedo-theodoros-kolokotronis-stadium>,"Gipedo Theodoros Kolokotronis"@en
<http://bk.sport.owl#b\u00FCy\u00FCksehir-belediyesi-kadir-has-stadium>,"B\u00FCy\u00FCksehir Belediyesi Kadir Has"@en
<http://bk.sport.owl#healy-park-football-stadium>,"Healy Park"@en
<http://bk.sport.owl#king-power-stadium-stadium>,"King Power Stadium"@en
<http://bk.sport.owl#signal-iduna-park-stadium>,"SIGNAL IDUNA PARK"@en
<http://bk.sport.owl#pearse-football-stadium>,"Pearse Stadium"@en
<http://bk.sport.owl#stadio-san-nicola-football-stadium>,"Stadio San Nicola"@en
<http://bk.sport.owl#new-gaziantep-football-stadium>,"New Gaziantep Stadium"@en
<http://bk.sport.owl#est\u00E1dio-da-luz-stadium>,"Est\u00E1dio da Luz"@en
<http://bk.sport.owl#panathinaiko-football-stadium>,"Panathinaiko Stadium"@en
<http://bk.sport.owl#ali-sami-yen-spor-kompleksi-t\u00FCrk-telekom-stadyumu-stadium>,"Ali Sami Yen Spor Kompleksi T\u00FCrk Telekom Stadyumu"@en
<http://bk.sport.owl#constant-vanden-stock-football-stadium>,"Constant Vanden Stock Stadium"@en
