a,la
<http://bk.sport.owl#abel-aguilar>,"Abel Aguilar"@en
<http://bk.sport.owl#abel-aguilar>,"Aguilar"
<http://bk.sport.owl#gianluigi-buffon>,"Gianluigi Buffon"@en
<http://bk.sport.owl#gianluigi-buffon>,"gianluigi buffon"@en
<http://bk.sport.owl#gianluigi-buffon>,"Buffon"
<http://bk.sport.owl#daley-blind>,"Daley Blind"@en
<http://bk.sport.owl#daley-blind>,"daley blind"@en
<http://bk.sport.owl#daley-blind>,"Blind"
<http://bk.sport.owl#marko-arnautovic>,"Marko Arnautovic"@en
<http://bk.sport.owl#marko-arnautovic>,"marko arnautovic"@en
<http://bk.sport.owl#marko-arnautovic>,"Arnautovic"
<http://bk.sport.owl#new-york-city-fc>,"New York City"@en
<http://bk.sport.owl#oscar-trejo>,"oscar trejo"@en
<http://bk.sport.owl#oscar-trejo>,"Trejo"
<http://bk.sport.owl#liam-craig>,"liam craig"@en
<http://bk.sport.owl#liam-craig>,"Liam Craig"@en
<http://bk.sport.owl#david-davis>,"David Davis"@en
<http://bk.sport.owl#plymouth-argyle-fc>,"Plymouth Argyle"@en
<http://bk.sport.owl#cambridge-united>,"Cambridge United"@en
<http://bk.sport.owl#leon-britton>,"Leon Britton"@en
<http://bk.sport.owl#leon-britton>,"Britton"
<http://bk.sport.owl#nicolas-lodeiro>,"Nicolas Lodeiro"@en
<http://bk.sport.owl#selhurst-park-football-stadium>,"Selhurst Park"@en
<http://bk.sport.owl#chris-forrester>,"Chris Forrester"@en
<http://bk.sport.owl#sl-benfica>,"SL Benfica"@en
<http://bk.sport.owl#virgil-van-dijk>,"virgil van dijk"@en
<http://bk.sport.owl#virgil-van-dijk>,"Virgil van Dijk"@en
<http://bk.sport.owl#oumar-niasse>,"Oumar Niasse"@en
<http://bk.sport.owl#oumar-niasse>,"oumar niasse"@en
<http://bk.sport.owl#diego-llorente>,"diego llorente"@en
<http://bk.sport.owl#diego-llorente>,"Diego Llorente"@en
<http://bk.sport.owl#diego-llorente>,"Llorente"
<http://bk.sport.owl#medhi-benatia>,"Medhi Benatia"@en
<http://bk.sport.owl#medhi-benatia>,"Benatia"
<http://bk.sport.owl#david-brooks>,"David Brooks"@en
<http://bk.sport.owl#david-brooks>,"david brooks"@en
<http://bk.sport.owl#britannia-football-stadium>,"Britannia Stadium"@en
<http://bk.sport.owl#danilo-pantic>,"Danilo Pantic"@en
<http://bk.sport.owl#danilo-pantic>,"danilo pantic"@en
<http://bk.sport.owl#henrikh-mkhitaryan>,"Henrikh Mkhitaryan"@en
<http://bk.sport.owl#henrikh-mkhitaryan>,"henrikh mkhitaryan"@en
<http://bk.sport.owl#henrikh-mkhitaryan>,"Mkhitaryan"
<http://bk.sport.owl#charlie-adam>,"Charlie Adam"@en
<http://bk.sport.owl#charlie-adam>,"Adam"
<http://bk.sport.owl#andrea-belotti>,"andrea belotti"@en
<http://bk.sport.owl#andrea-belotti>,"Andrea Belotti"@en
<http://bk.sport.owl#reebok-stadium-football-stadium>,"Reebok Stadium"@en
<http://bk.sport.owl#lee-camp>,"Lee Camp"@en
<http://bk.sport.owl#lee-camp>,"Camp"
<http://bk.sport.owl#liam-ridgewell>,"Liam Ridgewell"@en
<http://bk.sport.owl#alessio-romagnoli>,"alessio romagnoli"@en
<http://bk.sport.owl#alessio-romagnoli>,"Alessio Romagnoli"@en
<http://bk.sport.owl#alessio-romagnoli>,"Romagnoli"
<http://bk.sport.owl#azzurri>,"Azzurri"@en
<http://bk.sport.owl#nemanja-nikolic>,"nemanja nikolic"@en
<http://bk.sport.owl#nemanja-nikolic>,"Nemanja Nikolic"@en
<http://bk.sport.owl#ragnar-klavan>,"Ragnar Klavan"@en
<http://bk.sport.owl#ragnar-klavan>,"ragnar klavan"@en
<http://bk.sport.owl#ragnar-klavan>,"Klavan"
<http://bk.sport.owl#st-mary-s-fc>,"St Mary's"@en
<http://bk.sport.owl#danny-rose>,"danny rose"@en
<http://bk.sport.owl#danny-rose>,"Danny Rose"@en
<http://bk.sport.owl#danny-rose>,"Rose"
<http://bk.sport.owl#benoit-assou-ekotto>,"Benoit Assou-Ekotto"@en
<http://bk.sport.owl#juraj-kucka>,"juraj kucka"@en
<http://bk.sport.owl#juraj-kucka>,"Juraj Kucka"@en
<http://bk.sport.owl#juraj-kucka>,"Kucka"
<http://bk.sport.owl#ledley-king>,"Ledley King"@en
<http://bk.sport.owl#lee-cattermole>,"Lee Cattermole"@en
<http://bk.sport.owl#lee-cattermole>,"Cattermole"
<http://bk.sport.owl#paul-verhaegh>,"Paul Verhaegh"@en
<http://bk.sport.owl#paul-verhaegh>,"paul verhaegh"@en
<http://bk.sport.owl#paul-verhaegh>,"Verhaegh"
<http://bk.sport.owl#javier-mascherano>,"Javier Mascherano"@en
<http://bk.sport.owl#javier-mascherano>,"Mascherano"
<http://bk.sport.owl#nouha-dicko>,"Nouha Dicko"@en
<http://bk.sport.owl#iker-casillas>,"Iker Casillas"@en
<http://bk.sport.owl#iker-casillas>,"iker casillas"@en
<http://bk.sport.owl#aaron-ramsey>,"aaron ramsey"@en
<http://bk.sport.owl#aaron-ramsey>,"Aaron Ramsey"@en
<http://bk.sport.owl#aaron-ramsey>,"Ramsey"
<http://bk.sport.owl#leroy-sane>,"leroy sane"@en
<http://bk.sport.owl#greg-cunningham>,"Greg Cunningham"@en
<http://bk.sport.owl#greg-cunningham>,"greg cunningham"@en
<http://bk.sport.owl#sam-byram>,"Sam Byram"@en
<http://bk.sport.owl#angel-correa>,"angel correa"@en
<http://bk.sport.owl#miguel-angel-moya>,"miguel angel moya"@en
<http://bk.sport.owl#javier-manquillo>,"javier manquillo"@en
<http://bk.sport.owl#javier-manquillo>,"Javier Manquillo"@en
<http://bk.sport.owl#javier-manquillo>,"Manquillo"
<http://bk.sport.owl#sevilla>,"Sevilla FC"@en
<http://bk.sport.owl#sevilla>,"Sevilla"@en
<http://bk.sport.owl#atletico-madrid>,"Atletico Madrid"@en
<http://bk.sport.owl#luka-modric>,"luka modric"@en
<http://bk.sport.owl#luka-modric>,"Luka Modric"@en
<http://bk.sport.owl#luka-modric>,"Modric"
<http://bk.sport.owl#donny-van-de-beek>,"donny van de beek"@en
<http://bk.sport.owl#donny-van-de-beek>,"Donny van de Beek"@en
<http://bk.sport.owl#anthony-martial>,"anthony martial"@en
<http://bk.sport.owl#anthony-martial>,"Anthony Martial"@en
<http://bk.sport.owl#anthony-martial>,"Martial"
<http://bk.sport.owl#sunderland-fc>,"Sunderland"@en
<http://bk.sport.owl#james-maddison>,"James Maddison"@en
<http://bk.sport.owl#james-maddison>,"james maddison"@en
<http://bk.sport.owl#leandro-paredes>,"leandro paredes"@en
<http://bk.sport.owl#leandro-paredes>,"Leandro Paredes"@en
<http://bk.sport.owl#leandro-paredes>,"Paredes"
<http://bk.sport.owl#st-mary-s>,"St Mary's"@en
<http://bk.sport.owl#michy-batshuayi>,"Michy Batshuayi"@en
<http://bk.sport.owl#michy-batshuayi>,"michy batshuayi"@en
<http://bk.sport.owl#michy-batshuayi>,"Batshuayi"
<http://bk.sport.owl#lucas-vazquez>,"lucas vazquez"@en
<http://bk.sport.owl#parkhead>,"Parkhead"@en
<http://bk.sport.owl#belgium-fc>,"Belgium"@en
<http://bk.sport.owl#oleksandr-zinchenko>,"oleksandr zinchenko"@en
<http://bk.sport.owl#oleksandr-zinchenko>,"Oleksandr Zinchenko"@en
<http://bk.sport.owl#spal>,"SPAL"@en
<http://bk.sport.owl#aritz-aduriz>,"Aritz Aduriz"@en
<http://bk.sport.owl#aritz-aduriz>,"aritz aduriz"@en
<http://bk.sport.owl#aritz-aduriz>,"Aduriz"
<http://bk.sport.owl#barnet>,"Barnet"@en
<http://bk.sport.owl#wilson-eduardo>,"wilson eduardo"@en
<http://bk.sport.owl#wilson-eduardo>,"Wilson Eduardo"@en
<http://bk.sport.owl#wayne-bridge>,"Wayne Bridge"@en
<http://bk.sport.owl#seydou-keita>,"Seydou Keita"@en
<http://bk.sport.owl#seydou-keita>,"Keita"
<http://bk.sport.owl#patrick>,"patrick"@en
<http://bk.sport.owl#patrick>,"Patrick"@en
<http://bk.sport.owl#giuseppe-meazza-stadium>,"Giuseppe Meazza"@en
<http://bk.sport.owl#uefa-europa-league>,"UEFA Europa League"@en
<http://bk.sport.owl#cordoba-fc>,"Cordoba"@en
<http://bk.sport.owl#steven-defour>,"steven defour"@en
<http://bk.sport.owl#steven-defour>,"Steven Defour"@en
<http://bk.sport.owl#wimbledon-championships-championship>,"Wimbledon Championships"@en
<http://bk.sport.owl#abdullahi-shehu>,"abdullahi shehu"@en
<http://bk.sport.owl#abdullahi-shehu>,"Abdullahi Shehu"@en
<http://bk.sport.owl#kieran-richardson>,"Kieran Richardson"@en
<http://bk.sport.owl#kieran-richardson>,"Richardson"
<http://bk.sport.owl#liam-donnelly>,"liam donnelly"@en
<http://bk.sport.owl#liam-donnelly>,"Liam Donnelly"@en
<http://bk.sport.owl#joe-hart>,"joe hart"@en
<http://bk.sport.owl#joe-hart>,"Joe Hart"@en
<http://bk.sport.owl#joe-hart>,"Hart"
<http://bk.sport.owl#matthew-lowton>,"matthew lowton"@en
<http://bk.sport.owl#matthew-lowton>,"Matthew Lowton"@en
<http://bk.sport.owl#fernandinho>,"Fernandinho"
<http://bk.sport.owl#fernandinho>,"Fernandinho"@en
<http://bk.sport.owl#fernandinho>,"fernandinho"@en
<http://bk.sport.owl#cardiff-city-fc>,"Cardiff City"@en
<http://bk.sport.owl#hampden-park-football-stadium>,"Hampden Park"@en
<http://bk.sport.owl#aaron-wilbraham>,"Aaron Wilbraham"@en
<http://bk.sport.owl#neeskens-kebano>,"Neeskens Kebano"@en
<http://bk.sport.owl#neeskens-kebano>,"neeskens kebano"@en
<http://bk.sport.owl#jordan-amavi>,"jordan amavi"@en
<http://bk.sport.owl#jordan-amavi>,"Jordan Amavi"@en
<http://bk.sport.owl#jordan-amavi>,"Amavi"
<http://bk.sport.owl#koke>,"koke"@en
<http://bk.sport.owl#koke>,"Koke"@en
<http://bk.sport.owl#koke>,"Koke"
<http://bk.sport.owl#sean-morrison>,"Sean Morrison"@en
<http://bk.sport.owl#sean-morrison>,"sean morrison"@en
<http://bk.sport.owl#joel-pereira>,"Joel Pereira"@en
<http://bk.sport.owl#joel-pereira>,"joel pereira"@en
<http://bk.sport.owl#oliver-burke>,"Oliver Burke"@en
<http://bk.sport.owl#oliver-burke>,"oliver burke"@en
<http://bk.sport.owl#patrice-evra>,"Patrice Evra"@en
<http://bk.sport.owl#patrice-evra>,"Evra"
<http://bk.sport.owl#mathieu-flamini>,"Mathieu Flamini"@en
<http://bk.sport.owl#mathieu-flamini>,"mathieu flamini"@en
<http://bk.sport.owl#mathieu-flamini>,"Flamini"
<http://bk.sport.owl#ryan-shawcross>,"Ryan Shawcross"@en
<http://bk.sport.owl#ryan-shawcross>,"Shawcross"
<http://bk.sport.owl#christian-pulisic>,"Christian Pulisic"@en
<http://bk.sport.owl#christian-pulisic>,"christian pulisic"@en
<http://bk.sport.owl#eder-militao>,"eder militao"@en
<http://bk.sport.owl#borja-mayoral>,"Borja Mayoral"@en
<http://bk.sport.owl#borja-mayoral>,"borja mayoral"@en
<http://bk.sport.owl#parkhead-fc>,"Parkhead"@en
<http://bk.sport.owl#michael-collins>,"Michael Collins"@en
<http://bk.sport.owl#sebastien-squillaci>,"Sebastien Squillaci"@en
<http://bk.sport.owl#sebastien-squillaci>,"S\u00C3\u00A9bastien Squillaci"@en
<http://bk.sport.owl#matthijs-de-ligt>,"matthijs de ligt"@en
<http://bk.sport.owl#matthijs-de-ligt>,"Matthijs de Ligt"@en
<http://bk.sport.owl#aymeric-laporte>,"aymeric laporte"@en
<http://bk.sport.owl#aymeric-laporte>,"Aymeric Laporte"@en
<http://bk.sport.owl#aymeric-laporte>,"Laporte"
<http://bk.sport.owl#willian-jose>,"willian jose"@en
<http://bk.sport.owl#florian-thauvin>,"Florian Thauvin"@en
<http://bk.sport.owl#florian-thauvin>,"florian thauvin"@en
<http://bk.sport.owl#florian-thauvin>,"Thauvin"
<http://bk.sport.owl#sebastian-rode>,"sebastian rode"@en
<http://bk.sport.owl#sebastian-rode>,"Sebastian Rode"@en
<http://bk.sport.owl#sebastian-rode>,"Rode"
<http://bk.sport.owl#adam-clayton>,"Adam Clayton"@en
<http://bk.sport.owl#mattia-caldara>,"Mattia Caldara"@en
<http://bk.sport.owl#mattia-caldara>,"mattia caldara"@en
<http://bk.sport.owl#napoli>,"Napoli fc"@en
<http://bk.sport.owl#mateo-musacchio>,"mateo musacchio"@en
<http://bk.sport.owl#mateo-musacchio>,"Mateo Musacchio"@en
<http://bk.sport.owl#mateo-musacchio>,"Musacchio"
<http://bk.sport.owl#abe-lenstra-stadion-stadium>,"Abe Lenstra Stadion"@en
<http://bk.sport.owl#clinton-n'jie>,"Clinton N'Jie"@en
<http://bk.sport.owl#clinton-n'jie>,"clinton n'jie"@en
<http://bk.sport.owl#michael-jacobs>,"Michael Jacobs"@en
<http://bk.sport.owl#luiz-felipe>,"Luiz Felipe"@en
<http://bk.sport.owl#luiz-felipe>,"luiz felipe"@en
<http://bk.sport.owl#anthony-lopes>,"Anthony Lopes"@en
<http://bk.sport.owl#anthony-lopes>,"anthony lopes"@en
<http://bk.sport.owl#anthony-lopes>,"Lopes"
<http://bk.sport.owl#elland-road-football-stadium>,"Elland Road"@en
<http://bk.sport.owl#alex-sandro>,"Alex Sandro"@en
<http://bk.sport.owl#alex-sandro>,"alex sandro"@en
<http://bk.sport.owl#alex-sandro>,"Sandro"
<http://bk.sport.owl#sami-khedira>,"Sami Khedira"@en
<http://bk.sport.owl#sami-khedira>,"sami khedira"@en
<http://bk.sport.owl#sami-khedira>,"Khedira"
<http://bk.sport.owl#marco-rojas>,"Marco Rojas"@en
<http://bk.sport.owl#marco-rojas>,"marco rojas"@en
<http://bk.sport.owl#marcos-rojo>,"marcos rojo"@en
<http://bk.sport.owl#marcos-rojo>,"Marcos Rojo"@en
<http://bk.sport.owl#marcos-rojo>,"Rojo"
<http://bk.sport.owl#eintracht-frankfurt>,"Eintracht Frankfurt"@en
<http://bk.sport.owl#lorenzo-pellegrini>,"Lorenzo Pellegrini"@en
<http://bk.sport.owl#lorenzo-pellegrini>,"lorenzo pellegrini"@en
<http://bk.sport.owl#lorenzo-pellegrini>,"Pellegrini"
<http://bk.sport.owl#sammy-lee>,"Sammy Lee"@en
<http://bk.sport.owl#lazar-markovic>,"Lazar Markovic"@en
<http://bk.sport.owl#lazar-markovic>,"lazar markovic"@en
<http://bk.sport.owl#lazar-markovic>,"Markovic"
<http://bk.sport.owl#erik-friberg>,"erik friberg"@en
<http://bk.sport.owl#erik-friberg>,"Erik Friberg"@en
<http://bk.sport.owl#borussia-monchengladbach>,"Borussia Monchengladbach"@en
<http://bk.sport.owl#jerome-boateng>,"jerome boateng"@en
<http://bk.sport.owl#jerome-boateng>,"J\u00C3\u00A9r\u00C3\u00B4me Boateng"@en
<http://bk.sport.owl#ramon>,"ramon"@en
<http://bk.sport.owl#ramon>,"Ramon"@en
<http://bk.sport.owl#antonio-adan>,"antonio adan"@en
<http://bk.sport.owl#joao-cancelo>,"joao cancelo"@en
<http://bk.sport.owl#joao-cancelo>,"Jo\u00C3\u00A3o Cancelo"@en
<http://bk.sport.owl#tottenham-hotspur>,"Tottenham Hotspur"@en
<http://bk.sport.owl#vincent-janssen>,"Vincent Janssen"@en
<http://bk.sport.owl#vincent-janssen>,"vincent janssen"@en
<http://bk.sport.owl#charlton-athletic-fc>,"Charlton Athletic"@en
<http://bk.sport.owl#fredy-guarin>,"Fredy Guarin"@en
<http://bk.sport.owl#hoffenheim-fc>,"Hoffenheim"@en
<http://bk.sport.owl#reebok-football-stadium>,"Reebok Stadium"@en
<http://bk.sport.owl#daniele-de-rossi>,"Daniele De Rossi"@en
<http://bk.sport.owl#daniele-de-rossi>,"daniele de rossi"@en
<http://bk.sport.owl#daniele-de-rossi>,"Rossi"
<http://bk.sport.owl#everton-fc>,"Everton"@en
<http://bk.sport.owl#charlie-daniels>,"Charlie Daniels"@en
<http://bk.sport.owl#charlie-daniels>,"charlie daniels"@en
<http://bk.sport.owl#charlie-daniels>,"Daniels"
<http://bk.sport.owl#dutchman>,"Dutchman"@en
<http://bk.sport.owl#brighton-hove-albion>,"Brighton and Hove Albion"@en
<http://bk.sport.owl#stade-de-france-football-stadium>,"Stade de France"@en
<http://bk.sport.owl#adrian>,"adrian"@en
<http://bk.sport.owl#adrian>,"Adrian"@en
<http://bk.sport.owl#adriano>,"Adriano"@en
<http://bk.sport.owl#adriano>,"adriano"@en
<http://bk.sport.owl#adriano>,"Adriano"
<http://bk.sport.owl#ryan-taylor>,"Ryan Taylor"@en
<http://bk.sport.owl#joe-riley>,"Joe Riley"@en
<http://bk.sport.owl#james-henry>,"James Henry"@en
<http://bk.sport.owl#gary-cahill>,"gary cahill"@en
<http://bk.sport.owl#gary-cahill>,"Gary Cahill"@en
<http://bk.sport.owl#gary-cahill>,"Cahill"
<http://bk.sport.owl#ross-wallace>,"Ross Wallace"@en
<http://bk.sport.owl#andre-santos>,"andre santos"@en
<http://bk.sport.owl#andre-santos>,"Andre Santos"@en
<http://bk.sport.owl#wigan-athletic-fc>,"Wigan Athletic"@en
<http://bk.sport.owl#evandro>,"evandro"@en
<http://bk.sport.owl#evandro>,"Evandro"@en
<http://bk.sport.owl#forde>,"Forde"@en
<http://bk.sport.owl#glen-johnson>,"Glen Johnson"@en
<http://bk.sport.owl#glen-johnson>,"Johnson"
<http://bk.sport.owl#etienne-didot>,"etienne didot"@en
<http://bk.sport.owl#valon-behrami>,"valon behrami"@en
<http://bk.sport.owl#valon-behrami>,"Valon Behrami"@en
<http://bk.sport.owl#valon-behrami>,"Behrami"
<http://bk.sport.owl#vfb-stuttgart>,"VfB Stuttgart"@en
<http://bk.sport.owl#yann-m'vila>,"yann m'vila"@en
<http://bk.sport.owl#yann-m'vila>,"Yann M'Vila"@en
<http://bk.sport.owl#marouane-fellaini>,"Marouane Fellaini"@en
<http://bk.sport.owl#marouane-fellaini>,"Fellaini"
<http://bk.sport.owl#manolo-gabbiadini>,"manolo gabbiadini"@en
<http://bk.sport.owl#manolo-gabbiadini>,"Manolo Gabbiadini"@en
<http://bk.sport.owl#manolo-gabbiadini>,"Gabbiadini"
<http://bk.sport.owl#felipe>,"felipe"@en
<http://bk.sport.owl#felipe>,"Felipe"@en
<http://bk.sport.owl#felipe>,"Felipe"
<http://bk.sport.owl#atletico-madrid-fc>,"Atletico Madrid"@en
<http://bk.sport.owl#miralem-pjanic>,"miralem pjanic"@en
<http://bk.sport.owl#miralem-pjanic>,"Miralem Pjanic"@en
<http://bk.sport.owl#miralem-pjanic>,"Pjanic"
<http://bk.sport.owl#ahmed-hassan>,"Ahmed Hassan"@en
<http://bk.sport.owl#ahmed-hassan>,"ahmed hassan"@en
<http://bk.sport.owl#dries-mertens>,"Dries Mertens"@en
<http://bk.sport.owl#dries-mertens>,"dries mertens"@en
<http://bk.sport.owl#dries-mertens>,"Mertens"
<http://bk.sport.owl#marc-bartra>,"Marc Bartra"@en
<http://bk.sport.owl#marc-bartra>,"marc bartra"@en
<http://bk.sport.owl#marc-bartra>,"Bartra"
<http://bk.sport.owl#gaetan-laborde>,"gaetan laborde"@en
<http://bk.sport.owl#west-bromwich-albion-fc>,"West Bromwich Albion"@en
<http://bk.sport.owl#xavier-kouassi>,"xavier kouassi"@en
<http://bk.sport.owl#kamil-grosicki>,"Kamil Grosicki"@en
<http://bk.sport.owl#kamil-grosicki>,"Grosicki"
<http://bk.sport.owl#max-gradel>,"Max Gradel"@en
<http://bk.sport.owl#max-gradel>,"max gradel"@en
<http://bk.sport.owl#max-gradel>,"Gradel"
<http://bk.sport.owl#brendan-rodgers>,"Brendan Rodgers"
<http://bk.sport.owl#brendan-rodgers>,"Brendan Rodgers"@en
<http://bk.sport.owl#crystal-palace>,"Crystal Palace"@en
<http://bk.sport.owl#wales>,"Wales"@en
<http://bk.sport.owl#jordy-clasie>,"Jordy Clasie"@en
<http://bk.sport.owl#jordy-clasie>,"jordy clasie"@en
<http://bk.sport.owl#jordy-clasie>,"Clasie"
<http://bk.sport.owl#sami-hyypia>,"Sami Hyypia"@en
<http://bk.sport.owl#raul-baena>,"Raul Baena"@en
<http://bk.sport.owl#marcus-bettinelli>,"marcus bettinelli"@en
<http://bk.sport.owl#marcus-bettinelli>,"Marcus Bettinelli"@en
<http://bk.sport.owl#stoke-city>,"Stoke City"@en
<http://bk.sport.owl#old-trafford-stadium>,"Old Trafford"@en
<http://bk.sport.owl#sandro-wagner>,"Sandro Wagner"@en
<http://bk.sport.owl#sandro-wagner>,"Wagner"
<http://bk.sport.owl#nottingham-fc>,"Nottingham Forest"@en
<http://bk.sport.owl#sparta-rotterdam>,"Sparta Rotterdam"@en
<http://bk.sport.owl#marcel>,"marcel"@en
<http://bk.sport.owl#marcel>,"Marcel"@en
<http://bk.sport.owl#marcelo>,"Marcelo"@en
<http://bk.sport.owl#marcelo>,"marcelo"@en
<http://bk.sport.owl#marcelo>,"Marcelo"
<http://bk.sport.owl#hugo-lloris>,"Hugo Lloris"@en
<http://bk.sport.owl#hugo-lloris>,"hugo lloris"@en
<http://bk.sport.owl#hugo-lloris>,"Lloris"
<http://bk.sport.owl#lucas-leiva>,"Lucas Leiva"@en
<http://bk.sport.owl#lucas-leiva>,"lucas leiva"@en
<http://bk.sport.owl#lucas-leiva>,"Leiva"
<http://bk.sport.owl#yuto-nagatomo>,"yuto nagatomo"@en
<http://bk.sport.owl#yuto-nagatomo>,"Yuto Nagatomo"@en
<http://bk.sport.owl#yuto-nagatomo>,"Nagatomo"
<http://bk.sport.owl#shinji-okazaki>,"shinji okazaki"@en
<http://bk.sport.owl#shinji-okazaki>,"Shinji Okazaki"@en
<http://bk.sport.owl#shinji-okazaki>,"Okazaki"
<http://bk.sport.owl#mark-connolly>,"Mark Connolly"@en
<http://bk.sport.owl#barry-bannan>,"Barry Bannan"@en
<http://bk.sport.owl#barry-bannan>,"Bannan"
<http://bk.sport.owl#erik-lamela>,"erik lamela"@en
<http://bk.sport.owl#artur-boruc>,"artur boruc"@en
<http://bk.sport.owl#artur-boruc>,"Artur Boruc"@en
<http://bk.sport.owl#artur-boruc>,"Boruc"
<http://bk.sport.owl#bryan-cristante>,"bryan cristante"@en
<http://bk.sport.owl#bryan-cristante>,"Bryan Cristante"@en
<http://bk.sport.owl#aaron-cresswell>,"aaron cresswell"@en
<http://bk.sport.owl#aaron-cresswell>,"Aaron Cresswell"@en
<http://bk.sport.owl#aaron-cresswell>,"Cresswell"
<http://bk.sport.owl#aleix-vidal>,"Aleix Vidal"@en
<http://bk.sport.owl#aleix-vidal>,"aleix vidal"@en
<http://bk.sport.owl#aleix-vidal>,"Vidal"
<http://bk.sport.owl#christian-benteke>,"christian benteke"@en
<http://bk.sport.owl#christian-benteke>,"Christian Benteke"@en
<http://bk.sport.owl#christian-benteke>,"Benteke"
<http://bk.sport.owl#miranda>,"miranda"@en
<http://bk.sport.owl#miranda>,"Miranda"@en
<http://bk.sport.owl#miranda>,"Miranda"
<http://bk.sport.owl#leicester-city-fc>,"Leicester City"@en
<http://bk.sport.owl#federico-bernardeschi>,"Bernardeschi"
<http://bk.sport.owl#federico-bernardeschi>,"Federico Bernardeschi"@en
<http://bk.sport.owl#federico-bernardeschi>,"federico bernardeschi"@en
<http://bk.sport.owl#juan-carlos>,"Juan Carlos"@en
<http://bk.sport.owl#juan-carlos>,"Carlos"
<http://bk.sport.owl#barcelona-fc>,"Barcelona"@en
<http://bk.sport.owl#richarlison>,"Richarlison"@en
<http://bk.sport.owl#richarlison>,"richarlison"@en
<http://bk.sport.owl#leon-goretzka>,"leon goretzka"@en
<http://bk.sport.owl#leon-goretzka>,"Leon Goretzka"@en
<http://bk.sport.owl#leon-goretzka>,"Goretzka"
<http://bk.sport.owl#saul-niguez>,"saul niguez"@en
<http://bk.sport.owl#alfonso-pedraza>,"alfonso pedraza"@en
<http://bk.sport.owl#alfonso-pedraza>,"Alfonso Pedraza"@en
<http://bk.sport.owl#lucas-moura>,"lucas moura"@en
<http://bk.sport.owl#lucas-moura>,"Lucas Moura"@en
<http://bk.sport.owl#estadio-santiago-bernabeu-football-stadium>,"Estadio Santiago Bernab\u00E9u"@en
<http://bk.sport.owl#stadio-friuli-football-stadium>,"Stadio Friuli"@en
<http://bk.sport.owl#ronny-deila>,"Ronny Deila"
<http://bk.sport.owl#ronny-deila>,"Ronny Deila"@en
<http://bk.sport.owl#marco-verratti>,"marco verratti"@en
<http://bk.sport.owl#marco-verratti>,"Marco Verratti"@en
<http://bk.sport.owl#marco-verratti>,"Verratti"
<http://bk.sport.owl#joel-robles>,"joel robles"@en
<http://bk.sport.owl#joel-robles>,"Joel Robles"@en
<http://bk.sport.owl#joel-robles>,"Robles"
<http://bk.sport.owl#carlitos>,"carlitos"@en
<http://bk.sport.owl#carlitos>,"Carlitos"@en
<http://bk.sport.owl#matt-ritchie>,"matt ritchie"@en
<http://bk.sport.owl#matt-ritchie>,"Matt Ritchie"@en
<http://bk.sport.owl#matt-ritchie>,"Ritchie"
<http://bk.sport.owl#radja-nainggolan>,"Radja Nainggolan"@en
<http://bk.sport.owl#radja-nainggolan>,"radja nainggolan"@en
<http://bk.sport.owl#radja-nainggolan>,"Nainggolan"
<http://bk.sport.owl#cristiano>,"Cristiano"@en
<http://bk.sport.owl#cristiano>,"cristiano"@en
<http://bk.sport.owl#molineux-football-stadium>,"Molineux"@en
<http://bk.sport.owl#molineux-football-stadium>,"Molineux Stadium"@en
<http://bk.sport.owl#anthony-pilkington>,"Anthony Pilkington"@en
<http://bk.sport.owl#victor-moses>,"victor moses"@en
<http://bk.sport.owl#victor-moses>,"Victor Moses"@en
<http://bk.sport.owl#victor-moses>,"Moses"
<http://bk.sport.owl#steven-maclean>,"steven maclean"@en
<http://bk.sport.owl#steven-maclean>,"Steven MacLean"@en
<http://bk.sport.owl#karl-toko-ekambi>,"Karl Toko Ekambi"@en
<http://bk.sport.owl#karl-toko-ekambi>,"karl toko ekambi"@en
<http://bk.sport.owl#malcom>,"Malcom"@en
<http://bk.sport.owl#malcom>,"malcom"@en
<http://bk.sport.owl#deandre-yedlin>,"DeAndre Yedlin"@en
<http://bk.sport.owl#deandre-yedlin>,"deandre yedlin"@en
<http://bk.sport.owl#deandre-yedlin>,"Yedlin"
<http://bk.sport.owl#river-plate-fc>,"River Plate"@en
<http://bk.sport.owl#mohamed-diame>,"mohamed diame"@en
<http://bk.sport.owl#mohamed-diame>,"Mohamed Diame"@en
<http://bk.sport.owl#wallace>,"Wallace"@en
<http://bk.sport.owl#wallace>,"wallace"@en
<http://bk.sport.owl#wallace>,"Wallace"
<http://bk.sport.owl#nicolas-n'koulou>,"nicolas n'koulou"@en
<http://bk.sport.owl#nicolas-n'koulou>,"Nicolas N'Koulou"@en
<http://bk.sport.owl#christophe-berra>,"christophe berra"@en
<http://bk.sport.owl#christophe-berra>,"Christophe Berra"@en
<http://bk.sport.owl#everton>,"Everton FC"@en
<http://bk.sport.owl#everton>,"Everton"@en
<http://bk.sport.owl#toby-alderweireld>,"Alderweireld"
<http://bk.sport.owl#toby-alderweireld>,"toby alderweireld"@en
<http://bk.sport.owl#toby-alderweireld>,"Toby Alderweireld"@en
<http://bk.sport.owl#norwich-city>,"Norwich City"@en
<http://bk.sport.owl#cristiano-ronaldo>,"Cristiano Ronaldo"@en
<http://bk.sport.owl#cristiano-ronaldo>,"cristiano ronaldo"@en
<http://bk.sport.owl#cristiano-ronaldo>,"Ronaldo"
<http://bk.sport.owl#adam-ounas>,"adam ounas"@en
