a,b,la,lb
<http://bk.sport.owl#chelsea-fc>,<http://bk.sport.owl#manchester-united>,"Chelsea"@en,"Manchester United"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#as-roma>,"Luis Suarez"@en,"AS Roma"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#as-roma>,"luis suarez"@en,"AS Roma"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#atletico-madrid>,"Luis Suarez"@en,"Atletico Madrid"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#atletico-madrid>,"luis suarez"@en,"Atletico Madrid"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#napoli>,"Luis Suarez"@en,"Napoli fc"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#napoli>,"luis suarez"@en,"Napoli fc"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#filipe-luis>,"Luis Suarez"@en,"filipe luis"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#filipe-luis>,"Luis Suarez"@en,"Filipe Luis"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#filipe-luis>,"luis suarez"@en,"filipe luis"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#filipe-luis>,"luis suarez"@en,"Filipe Luis"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#juventus>,"Luis Suarez"@en,"Juventus FC"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#juventus>,"Luis Suarez"@en,"Juventus"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#juventus>,"luis suarez"@en,"Juventus FC"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#juventus>,"luis suarez"@en,"Juventus"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#dani-alves>,"Luis Suarez"@en,"Dani Alves"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#dani-alves>,"Luis Suarez"@en,"dani alves"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#dani-alves>,"Luis Suarez"@en,"Alves"
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#dani-alves>,"luis suarez"@en,"Dani Alves"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#dani-alves>,"luis suarez"@en,"dani alves"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#dani-alves>,"luis suarez"@en,"Alves"
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#river-plate>,"Luis Suarez"@en,"River Plate"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#river-plate>,"luis suarez"@en,"River Plate"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Luis Suarez"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"luis suarez"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#la-liga>,"Luis Suarez"@en,"La Liga"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#la-liga>,"luis suarez"@en,"La Liga"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#real-sociedad>,"Luis Suarez"@en,"Real Sociedad"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#real-sociedad>,"luis suarez"@en,"Real Sociedad"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#real-sociedad-fc>,"Luis Suarez"@en,"Real Sociedad"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#real-sociedad-fc>,"luis suarez"@en,"Real Sociedad"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#giorgio-chiellini>,"Luis Suarez"@en,"giorgio chiellini"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#giorgio-chiellini>,"Luis Suarez"@en,"Giorgio Chiellini"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#giorgio-chiellini>,"Luis Suarez"@en,"Chiellini"
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#giorgio-chiellini>,"luis suarez"@en,"giorgio chiellini"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#giorgio-chiellini>,"luis suarez"@en,"Giorgio Chiellini"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#giorgio-chiellini>,"luis suarez"@en,"Chiellini"
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#barcelona>,"Luis Suarez"@en,"Barcelona"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#barcelona>,"luis suarez"@en,"Barcelona"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#real-madrid>,"Luis Suarez"@en,"Real Madrid"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#real-madrid>,"luis suarez"@en,"Real Madrid"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#liverpool>,"Luis Suarez"@en,"Liverpool FC"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#liverpool>,"Luis Suarez"@en,"Liverpool"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#liverpool>,"luis suarez"@en,"Liverpool FC"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#liverpool>,"luis suarez"@en,"Liverpool"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#luis-suarez>,"Luis Suarez"@en,"Luis Suarez"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#luis-suarez>,"Luis Suarez"@en,"luis suarez"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#luis-suarez>,"luis suarez"@en,"Luis Suarez"@en
<http://bk.sport.owl#luis-suarez>,<http://bk.sport.owl#luis-suarez>,"luis suarez"@en,"luis suarez"@en
<http://bk.sport.owl#queens-park-rangers>,<http://bk.sport.owl#bristol-city>,"Queens Park Rangers"@en,"Bristol City"@en
<http://bk.sport.owl#levin-oztunali>,<http://bk.sport.owl#paul-verhaegh>,"levin oztunali"@en,"Paul Verhaegh"@en
<http://bk.sport.owl#levin-oztunali>,<http://bk.sport.owl#paul-verhaegh>,"levin oztunali"@en,"paul verhaegh"@en
<http://bk.sport.owl#levin-oztunali>,<http://bk.sport.owl#paul-verhaegh>,"levin oztunali"@en,"Verhaegh"
<http://bk.sport.owl#levin-oztunali>,<http://bk.sport.owl#paul-verhaegh>,"oztunali","Paul Verhaegh"@en
<http://bk.sport.owl#levin-oztunali>,<http://bk.sport.owl#paul-verhaegh>,"oztunali","paul verhaegh"@en
<http://bk.sport.owl#levin-oztunali>,<http://bk.sport.owl#paul-verhaegh>,"oztunali","Verhaegh"
<http://bk.sport.owl#levin-oztunali>,<http://bk.sport.owl#marcel>,"levin oztunali"@en,"marcel"@en
<http://bk.sport.owl#levin-oztunali>,<http://bk.sport.owl#marcel>,"levin oztunali"@en,"Marcel"@en
<http://bk.sport.owl#levin-oztunali>,<http://bk.sport.owl#marcel>,"oztunali","marcel"@en
<http://bk.sport.owl#levin-oztunali>,<http://bk.sport.owl#marcel>,"oztunali","Marcel"@en
<http://bk.sport.owl#saints>,<http://bk.sport.owl#west-bromwich-albion-fc>,"Saints"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#saints>,<http://bk.sport.owl#southampton>,"Saints"@en,"Southampton"@en
<http://bk.sport.owl#saints>,<http://bk.sport.owl#southampton>,"Saints"@en,"Southampton FC"@en
<http://bk.sport.owl#saints>,<http://bk.sport.owl#west-bromwich-albion>,"Saints"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#saints>,<http://bk.sport.owl#southampton-fc>,"Saints"@en,"Southampton"@en
<http://bk.sport.owl#saints>,<http://bk.sport.owl#real-madrid>,"Saints"@en,"Real Madrid"@en
<http://bk.sport.owl#saints>,<http://bk.sport.owl#saints>,"Saints"@en,"Saints"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#marco-reus>,"Emil Forsberg"@en,"Marco Reus"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#marco-reus>,"Emil Forsberg"@en,"marco reus"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#marco-reus>,"Emil Forsberg"@en,"Reus"
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#marco-reus>,"emil forsberg"@en,"Marco Reus"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#marco-reus>,"emil forsberg"@en,"marco reus"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#marco-reus>,"emil forsberg"@en,"Reus"
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#borussia-dortmund>,"Emil Forsberg"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#borussia-dortmund>,"emil forsberg"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#dortmund>,"Emil Forsberg"@en,"Dortmund"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#dortmund>,"emil forsberg"@en,"Dortmund"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#raphael-guerreiro>,"Emil Forsberg"@en,"raphael guerreiro"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#raphael-guerreiro>,"emil forsberg"@en,"raphael guerreiro"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#stefan-bell>,"Emil Forsberg"@en,"Stefan Bell"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#stefan-bell>,"Emil Forsberg"@en,"stefan bell"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#stefan-bell>,"Emil Forsberg"@en,"Bell"
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#stefan-bell>,"emil forsberg"@en,"Stefan Bell"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#stefan-bell>,"emil forsberg"@en,"stefan bell"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#stefan-bell>,"emil forsberg"@en,"Bell"
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#dortmund-fc>,"Emil Forsberg"@en,"Dortmund"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#dortmund-fc>,"emil forsberg"@en,"Dortmund"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#sokratis>,"Emil Forsberg"@en,"sokratis"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#sokratis>,"Emil Forsberg"@en,"Sokratis"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#sokratis>,"Emil Forsberg"@en,"Sokratis"
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#sokratis>,"emil forsberg"@en,"sokratis"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#sokratis>,"emil forsberg"@en,"Sokratis"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#sokratis>,"emil forsberg"@en,"Sokratis"
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#levin-oztunali>,"Emil Forsberg"@en,"levin oztunali"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#levin-oztunali>,"Emil Forsberg"@en,"oztunali"
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#levin-oztunali>,"emil forsberg"@en,"levin oztunali"@en
<http://bk.sport.owl#emil-forsberg>,<http://bk.sport.owl#levin-oztunali>,"emil forsberg"@en,"oztunali"
<http://bk.sport.owl#dan-burn>,<http://bk.sport.owl#ben-amos>,"dan burn"@en,"Ben Amos"@en
<http://bk.sport.owl#dan-burn>,<http://bk.sport.owl#derik-osede>,"dan burn"@en,"Derik Osede"@en
<http://bk.sport.owl#dan-burn>,<http://bk.sport.owl#oscar-threlkeld>,"dan burn"@en,"Oscar Threlkeld"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#marco-reus>,"Arjen Robben"@en,"Marco Reus"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#marco-reus>,"Arjen Robben"@en,"marco reus"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#marco-reus>,"Arjen Robben"@en,"Reus"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#marco-reus>,"arjen robben"@en,"Marco Reus"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#marco-reus>,"arjen robben"@en,"marco reus"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#marco-reus>,"arjen robben"@en,"Reus"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#marco-reus>,"Robben","Marco Reus"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#marco-reus>,"Robben","marco reus"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#marco-reus>,"Robben","Reus"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#rb-leipzig>,"Arjen Robben"@en,"RB Leipzig"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#rb-leipzig>,"arjen robben"@en,"RB Leipzig"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#rb-leipzig>,"Robben","RB Leipzig"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#yuya-osako>,"Arjen Robben"@en,"Yuya Osako"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#yuya-osako>,"Arjen Robben"@en,"yuya osako"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#yuya-osako>,"Arjen Robben"@en,"Osako"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#yuya-osako>,"arjen robben"@en,"Yuya Osako"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#yuya-osako>,"arjen robben"@en,"yuya osako"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#yuya-osako>,"arjen robben"@en,"Osako"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#yuya-osako>,"Robben","Yuya Osako"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#yuya-osako>,"Robben","yuya osako"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#yuya-osako>,"Robben","Osako"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#borussia-dortmund>,"Arjen Robben"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#borussia-dortmund>,"arjen robben"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#borussia-dortmund>,"Robben","Borussia Dortmund"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#fc-bayern-munich-fc>,"Arjen Robben"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#fc-bayern-munich-fc>,"arjen robben"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#fc-bayern-munich-fc>,"Robben","FC Bayern Munich"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#fc-bayern-munich>,"Arjen Robben"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#fc-bayern-munich>,"arjen robben"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#fc-bayern-munich>,"Robben","FC Bayern Munich"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#dortmund>,"Arjen Robben"@en,"Dortmund"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#dortmund>,"arjen robben"@en,"Dortmund"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#dortmund>,"Robben","Dortmund"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#raphael-guerreiro>,"Arjen Robben"@en,"raphael guerreiro"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#raphael-guerreiro>,"arjen robben"@en,"raphael guerreiro"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#raphael-guerreiro>,"Robben","raphael guerreiro"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#stefan-bell>,"Arjen Robben"@en,"Stefan Bell"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#stefan-bell>,"Arjen Robben"@en,"stefan bell"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#stefan-bell>,"Arjen Robben"@en,"Bell"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#stefan-bell>,"arjen robben"@en,"Stefan Bell"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#stefan-bell>,"arjen robben"@en,"stefan bell"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#stefan-bell>,"arjen robben"@en,"Bell"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#stefan-bell>,"Robben","Stefan Bell"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#stefan-bell>,"Robben","stefan bell"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#stefan-bell>,"Robben","Bell"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#dortmund-fc>,"Arjen Robben"@en,"Dortmund"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#dortmund-fc>,"arjen robben"@en,"Dortmund"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#dortmund-fc>,"Robben","Dortmund"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#sokratis>,"Arjen Robben"@en,"sokratis"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#sokratis>,"Arjen Robben"@en,"Sokratis"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#sokratis>,"Arjen Robben"@en,"Sokratis"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#sokratis>,"arjen robben"@en,"sokratis"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#sokratis>,"arjen robben"@en,"Sokratis"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#sokratis>,"arjen robben"@en,"Sokratis"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#sokratis>,"Robben","sokratis"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#sokratis>,"Robben","Sokratis"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#sokratis>,"Robben","Sokratis"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#thomas>,"Arjen Robben"@en,"Thomas"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#thomas>,"Arjen Robben"@en,"thomas"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#thomas>,"Arjen Robben"@en,"Thomas"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#thomas>,"arjen robben"@en,"Thomas"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#thomas>,"arjen robben"@en,"thomas"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#thomas>,"arjen robben"@en,"Thomas"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#thomas>,"Robben","Thomas"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#thomas>,"Robben","thomas"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#thomas>,"Robben","Thomas"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#timo-werner>,"Arjen Robben"@en,"Timo Werner"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#timo-werner>,"Arjen Robben"@en,"timo werner"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#timo-werner>,"Arjen Robben"@en,"Werner"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#timo-werner>,"arjen robben"@en,"Timo Werner"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#timo-werner>,"arjen robben"@en,"timo werner"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#timo-werner>,"arjen robben"@en,"Werner"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#timo-werner>,"Robben","Timo Werner"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#timo-werner>,"Robben","timo werner"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#timo-werner>,"Robben","Werner"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#levin-oztunali>,"Arjen Robben"@en,"levin oztunali"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#levin-oztunali>,"Arjen Robben"@en,"oztunali"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#levin-oztunali>,"arjen robben"@en,"levin oztunali"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#levin-oztunali>,"arjen robben"@en,"oztunali"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#levin-oztunali>,"Robben","levin oztunali"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#levin-oztunali>,"Robben","oztunali"
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#emil-forsberg>,"Arjen Robben"@en,"Emil Forsberg"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#emil-forsberg>,"Arjen Robben"@en,"emil forsberg"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#emil-forsberg>,"arjen robben"@en,"Emil Forsberg"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#emil-forsberg>,"arjen robben"@en,"emil forsberg"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#emil-forsberg>,"Robben","Emil Forsberg"@en
<http://bk.sport.owl#arjen-robben>,<http://bk.sport.owl#emil-forsberg>,"Robben","emil forsberg"@en
