a,b,la,lb
<http://bk.sport.owl#ben-amos>,<http://bk.sport.owl#ben-amos>,"Ben Amos"@en,"Ben Amos"@en
<http://bk.sport.owl#ben-amos>,<http://bk.sport.owl#derik-osede>,"Ben Amos"@en,"Derik Osede"@en
<http://bk.sport.owl#ben-amos>,<http://bk.sport.owl#oscar-threlkeld>,"Ben Amos"@en,"Oscar Threlkeld"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion-fc>,"Oriol Romeu"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion-fc>,"oriol romeu"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion-fc>,"Romeu","West Bromwich Albion"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"Oriol Romeu"@en,"Southampton"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"Oriol Romeu"@en,"Southampton FC"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"oriol romeu"@en,"Southampton"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"oriol romeu"@en,"Southampton FC"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"Romeu","Southampton"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"Romeu","Southampton FC"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion>,"Oriol Romeu"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion>,"oriol romeu"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion>,"Romeu","West Bromwich Albion"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton-fc>,"Oriol Romeu"@en,"Southampton"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton-fc>,"oriol romeu"@en,"Southampton"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton-fc>,"Romeu","Southampton"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#real-madrid>,"Oriol Romeu"@en,"Real Madrid"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#real-madrid>,"oriol romeu"@en,"Real Madrid"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#real-madrid>,"Romeu","Real Madrid"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#saints>,"Oriol Romeu"@en,"Saints"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#saints>,"oriol romeu"@en,"Saints"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#saints>,"Romeu","Saints"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#ben-amos>,"Emerson"@en,"Ben Amos"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#ben-amos>,"emerson"@en,"Ben Amos"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#derik-osede>,"Emerson"@en,"Derik Osede"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#derik-osede>,"emerson"@en,"Derik Osede"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#oscar-threlkeld>,"Emerson"@en,"Oscar Threlkeld"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#oscar-threlkeld>,"emerson"@en,"Oscar Threlkeld"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#westham>,"West Ham"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#jordan-ayew>,"West Ham"@en,"jordan ayew"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#jordan-ayew>,"West Ham"@en,"Jordan Ayew"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#jordan-ayew>,"West Ham"@en,"Ayew"
<http://bk.sport.owl#westham>,<http://bk.sport.owl#swansea-city>,"West Ham"@en,"Swansea City"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#gylfi-sigurdsson>,"West Ham"@en,"Gylfi Sigurdsson"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#gylfi-sigurdsson>,"West Ham"@en,"gylfi sigurdsson"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#gylfi-sigurdsson>,"West Ham"@en,"Sigurdsson"
<http://bk.sport.owl#westham>,<http://bk.sport.owl#sam-byram>,"West Ham"@en,"Sam Byram"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#cheikhou-kouyate>,"West Ham"@en,"cheikhou kouyate"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#lukasz-fabianski>,"West Ham"@en,"lukasz fabianski"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#lukasz-fabianski>,"West Ham"@en,"Lukasz Fabianski"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#lukasz-fabianski>,"West Ham"@en,"Fabianski"
<http://bk.sport.owl#westham>,<http://bk.sport.owl#andre-ayew>,"West Ham"@en,"andre ayew"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#west-bromwich-albion>,"West Ham"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#robert-snodgrass>,"West Ham"@en,"robert snodgrass"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#robert-snodgrass>,"West Ham"@en,"Robert Snodgrass"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#manchester-united>,"West Ham"@en,"Manchester United"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#manuel-lanzini>,"West Ham"@en,"manuel lanzini"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#manuel-lanzini>,"West Ham"@en,"Manuel Lanzini"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#manuel-lanzini>,"West Ham"@en,"Lanzini"
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#westham>,"Swansea City"@en,"West Ham"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#jordan-ayew>,"Swansea City"@en,"jordan ayew"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#jordan-ayew>,"Swansea City"@en,"Jordan Ayew"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#jordan-ayew>,"Swansea City"@en,"Ayew"
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#swansea-city>,"Swansea City"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#gylfi-sigurdsson>,"Swansea City"@en,"Gylfi Sigurdsson"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#gylfi-sigurdsson>,"Swansea City"@en,"gylfi sigurdsson"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#gylfi-sigurdsson>,"Swansea City"@en,"Sigurdsson"
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#sam-byram>,"Swansea City"@en,"Sam Byram"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#cheikhou-kouyate>,"Swansea City"@en,"cheikhou kouyate"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#lukasz-fabianski>,"Swansea City"@en,"lukasz fabianski"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#lukasz-fabianski>,"Swansea City"@en,"Lukasz Fabianski"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#lukasz-fabianski>,"Swansea City"@en,"Fabianski"
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#andre-ayew>,"Swansea City"@en,"andre ayew"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#robert-snodgrass>,"Swansea City"@en,"robert snodgrass"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#robert-snodgrass>,"Swansea City"@en,"Robert Snodgrass"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#manuel-lanzini>,"Swansea City"@en,"manuel lanzini"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#manuel-lanzini>,"Swansea City"@en,"Manuel Lanzini"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#manuel-lanzini>,"Swansea City"@en,"Lanzini"
<http://bk.sport.owl#bolton>,<http://bk.sport.owl#ben-amos>,"PortoBolton"@en,"Ben Amos"@en
<http://bk.sport.owl#bolton>,<http://bk.sport.owl#derik-osede>,"PortoBolton"@en,"Derik Osede"@en
<http://bk.sport.owl#bolton>,<http://bk.sport.owl#oscar-threlkeld>,"PortoBolton"@en,"Oscar Threlkeld"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#jonathan-ikone>,"valentin vada"@en,"jonathan ikone"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#jonathan>,"valentin vada"@en,"Jonathan"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#yannick-cahuzac>,"valentin vada"@en,"yannick cahuzac"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#yannick-cahuzac>,"valentin vada"@en,"Yannick Cahuzac"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#yannick-cahuzac>,"valentin vada"@en,"Cahuzac"
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#montpellier>,"valentin vada"@en,"Montpellier"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#stephane-sessegnon>,"valentin vada"@en,"Stephane Sessegnon"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#montpellier-fc>,"valentin vada"@en,"Montpellier"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#enzo-crivelli>,"valentin vada"@en,"Enzo Crivelli"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#enzo-crivelli>,"valentin vada"@en,"enzo crivelli"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#enzo-crivelli>,"valentin vada"@en,"Crivelli"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund>,"Marco Reus"@en,"Dortmund"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund>,"marco reus"@en,"Dortmund"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund>,"Reus","Dortmund"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Marco Reus"@en,"Stefan Bell"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Marco Reus"@en,"stefan bell"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Marco Reus"@en,"Bell"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"marco reus"@en,"Stefan Bell"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"marco reus"@en,"stefan bell"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"marco reus"@en,"Bell"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Reus","Stefan Bell"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Reus","stefan bell"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Reus","Bell"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund-fc>,"Marco Reus"@en,"Dortmund"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund-fc>,"marco reus"@en,"Dortmund"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund-fc>,"Reus","Dortmund"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"Marco Reus"@en,"levin oztunali"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"Marco Reus"@en,"oztunali"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"marco reus"@en,"levin oztunali"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"marco reus"@en,"oztunali"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"Reus","levin oztunali"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"Reus","oztunali"
<http://bk.sport.owl#as-roma>,<http://bk.sport.owl#juventus>,"AS Roma"@en,"Juventus FC"@en
<http://bk.sport.owl#as-roma>,<http://bk.sport.owl#juventus>,"AS Roma"@en,"Juventus"@en
<http://bk.sport.owl#gil>,<http://bk.sport.owl#malaga>,"Gil"@en,"Malaga"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#heart-of-midlothian>,"liam craig"@en,"Heart of Midlothian"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#heart-of-midlothian>,"liam craig"@en,"Heart of Midlothian FC"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#heart-of-midlothian>,"Liam Craig"@en,"Heart of Midlothian"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#heart-of-midlothian>,"Liam Craig"@en,"Heart of Midlothian FC"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#paul-mcgowan>,"liam craig"@en,"Paul McGowan"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#paul-mcgowan>,"liam craig"@en,"paul mcgowan"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#paul-mcgowan>,"Liam Craig"@en,"Paul McGowan"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#paul-mcgowan>,"Liam Craig"@en,"paul mcgowan"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#scott-bain>,"liam craig"@en,"scott bain"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#scott-bain>,"liam craig"@en,"Scott Bain"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#scott-bain>,"Liam Craig"@en,"scott bain"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#scott-bain>,"Liam Craig"@en,"Scott Bain"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#arnaud-djoum>,"liam craig"@en,"arnaud djoum"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#arnaud-djoum>,"liam craig"@en,"Arnaud Djoum"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#arnaud-djoum>,"Liam Craig"@en,"arnaud djoum"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#arnaud-djoum>,"Liam Craig"@en,"Arnaud Djoum"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#jonathan-ikone>,"Benoit Assou-Ekotto"@en,"jonathan ikone"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#jonathan>,"Benoit Assou-Ekotto"@en,"Jonathan"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#yannick-cahuzac>,"Benoit Assou-Ekotto"@en,"yannick cahuzac"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#yannick-cahuzac>,"Benoit Assou-Ekotto"@en,"Yannick Cahuzac"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#yannick-cahuzac>,"Benoit Assou-Ekotto"@en,"Cahuzac"
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#montpellier>,"Benoit Assou-Ekotto"@en,"Montpellier"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#stephane-sessegnon>,"Benoit Assou-Ekotto"@en,"Stephane Sessegnon"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#montpellier-fc>,"Benoit Assou-Ekotto"@en,"Montpellier"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#enzo-crivelli>,"Benoit Assou-Ekotto"@en,"Enzo Crivelli"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#enzo-crivelli>,"Benoit Assou-Ekotto"@en,"enzo crivelli"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#enzo-crivelli>,"Benoit Assou-Ekotto"@en,"Crivelli"
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#as-roma>,"Atletico Madrid"@en,"AS Roma"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#atletico-madrid>,"Atletico Madrid"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#napoli>,"Atletico Madrid"@en,"Napoli fc"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#filipe-luis>,"Atletico Madrid"@en,"filipe luis"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#filipe-luis>,"Atletico Madrid"@en,"Filipe Luis"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#juventus>,"Atletico Madrid"@en,"Juventus FC"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#juventus>,"Atletico Madrid"@en,"Juventus"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#dani-alves>,"Atletico Madrid"@en,"Dani Alves"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#dani-alves>,"Atletico Madrid"@en,"dani alves"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#dani-alves>,"Atletico Madrid"@en,"Alves"
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#river-plate>,"Atletico Madrid"@en,"River Plate"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Atletico Madrid"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#la-liga>,"Atletico Madrid"@en,"La Liga"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#real-sociedad>,"Atletico Madrid"@en,"Real Sociedad"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#giorgio-chiellini>,"Atletico Madrid"@en,"giorgio chiellini"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#giorgio-chiellini>,"Atletico Madrid"@en,"Giorgio Chiellini"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#giorgio-chiellini>,"Atletico Madrid"@en,"Chiellini"
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#barcelona>,"Atletico Madrid"@en,"Barcelona"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#real-madrid>,"Atletico Madrid"@en,"Real Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#liverpool>,"Atletico Madrid"@en,"Liverpool FC"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#liverpool>,"Atletico Madrid"@en,"Liverpool"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#luis-suarez>,"Atletico Madrid"@en,"Luis Suarez"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#luis-suarez>,"Atletico Madrid"@en,"luis suarez"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#sunderland-fc>,"Sunderland"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#everton-fc>,"Sunderland"@en,"Everton"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#leicester-city-fc>,"Sunderland"@en,"Leicester City"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#everton>,"Sunderland"@en,"Everton FC"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#everton>,"Sunderland"@en,"Everton"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#manchester-united-fc>,"Sunderland"@en,"Manchester United"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#david-moyes>,"Sunderland"@en,"David Moyes"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#manchester-united>,"Sunderland"@en,"Manchester United"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#jordan-pickford>,"Sunderland"@en,"jordan pickford"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#jordan-pickford>,"Sunderland"@en,"Jordan Pickford"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#chelsea-fc>,"Sunderland"@en,"Chelsea"@en
<http://bk.sport.owl#patrick>,<http://bk.sport.owl#crystal-palace>,"patrick"@en,"Crystal Palace"@en
<http://bk.sport.owl#patrick>,<http://bk.sport.owl#crystal-palace>,"Patrick"@en,"Crystal Palace"@en
<http://bk.sport.owl#patrick>,<http://bk.sport.owl#crystal-palace-fc>,"patrick"@en,"Crystal Palace"@en
<http://bk.sport.owl#patrick>,<http://bk.sport.owl#crystal-palace-fc>,"Patrick"@en,"Crystal Palace"@en
<http://bk.sport.owl#tottenham-hotspur>,<http://bk.sport.owl#crystal-palace>,"Tottenham Hotspur"@en,"Crystal Palace"@en
<http://bk.sport.owl#tottenham-hotspur>,<http://bk.sport.owl#watford-fc>,"Tottenham Hotspur"@en,"Watford"@en
<http://bk.sport.owl#tottenham-hotspur>,<http://bk.sport.owl#watford>,"Tottenham Hotspur"@en,"Watford FC"@en
<http://bk.sport.owl#tottenham-hotspur>,<http://bk.sport.owl#watford>,"Tottenham Hotspur"@en,"Watford"@en
<http://bk.sport.owl#tottenham-hotspur>,<http://bk.sport.owl#manchester-united>,"Tottenham Hotspur"@en,"Manchester United"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#sunderland-fc>,"Everton"@en,"Sunderland"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#everton-fc>,"Everton"@en,"Everton"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#everton>,"Everton"@en,"Everton FC"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#everton>,"Everton"@en,"Everton"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#paris-saint-germain-fc>,"Everton"@en,"Paris Saint-Germain"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#chelsea-fc>,"Everton"@en,"Chelsea"@en
<http://bk.sport.owl#atletico-madrid-fc>,<http://bk.sport.owl#real-sociedad>,"Atletico Madrid"@en,"Real Sociedad"@en
<http://bk.sport.owl#atletico-madrid-fc>,<http://bk.sport.owl#real-sociedad-fc>,"Atletico Madrid"@en,"Real Sociedad"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#jonathan-ikone>,"gaetan laborde"@en,"jonathan ikone"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#jonathan>,"gaetan laborde"@en,"Jonathan"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#yannick-cahuzac>,"gaetan laborde"@en,"yannick cahuzac"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#yannick-cahuzac>,"gaetan laborde"@en,"Yannick Cahuzac"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#yannick-cahuzac>,"gaetan laborde"@en,"Cahuzac"
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#montpellier>,"gaetan laborde"@en,"Montpellier"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#stephane-sessegnon>,"gaetan laborde"@en,"Stephane Sessegnon"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#montpellier-fc>,"gaetan laborde"@en,"Montpellier"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#enzo-crivelli>,"gaetan laborde"@en,"Enzo Crivelli"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#enzo-crivelli>,"gaetan laborde"@en,"enzo crivelli"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#enzo-crivelli>,"gaetan laborde"@en,"Crivelli"
<http://bk.sport.owl#west-bromwich-albion-fc>,<http://bk.sport.owl#bournemouth-fc>,"West Bromwich Albion"@en,"Bournemouth"@en
<http://bk.sport.owl#west-bromwich-albion-fc>,<http://bk.sport.owl#west-bromwich-albion-fc>,"West Bromwich Albion"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#hartlepool-united-fc>,"Crystal Palace"@en,"Hartlepool United"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#stoke-city>,"Crystal Palace"@en,"Stoke City"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#stoke-city-fc>,"Crystal Palace"@en,"Stoke City"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#hartlepool-united>,"Crystal Palace"@en,"Hartlepool United"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#middlesbrough>,"Crystal Palace"@en,"Middlesbrough"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#middlesbrough-fc>,"Crystal Palace"@en,"Middlesbrough"@en
<http://bk.sport.owl#leicester-city-fc>,<http://bk.sport.owl#sunderland-fc>,"Leicester City"@en,"Sunderland"@en
<http://bk.sport.owl#leicester-city-fc>,<http://bk.sport.owl#everton-fc>,"Leicester City"@en,"Everton"@en
<http://bk.sport.owl#leicester-city-fc>,<http://bk.sport.owl#everton>,"Leicester City"@en,"Everton FC"@en
<http://bk.sport.owl#leicester-city-fc>,<http://bk.sport.owl#everton>,"Leicester City"@en,"Everton"@en
<http://bk.sport.owl#barcelona-fc>,<http://bk.sport.owl#atletico-madrid-fc>,"Barcelona"@en,"Atletico Madrid"@en
<http://bk.sport.owl#barcelona-fc>,<http://bk.sport.owl#manchester-united-fc>,"Barcelona"@en,"Manchester United"@en
<http://bk.sport.owl#barcelona-fc>,<http://bk.sport.owl#malaga-fc>,"Barcelona"@en,"Malaga"@en
<http://bk.sport.owl#barcelona-fc>,<http://bk.sport.owl#manchester-united>,"Barcelona"@en,"Manchester United"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#heart-of-midlothian>,"steven maclean"@en,"Heart of Midlothian"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#heart-of-midlothian>,"steven maclean"@en,"Heart of Midlothian FC"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#heart-of-midlothian>,"Steven MacLean"@en,"Heart of Midlothian"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#heart-of-midlothian>,"Steven MacLean"@en,"Heart of Midlothian FC"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#paul-mcgowan>,"steven maclean"@en,"Paul McGowan"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#paul-mcgowan>,"steven maclean"@en,"paul mcgowan"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#paul-mcgowan>,"Steven MacLean"@en,"Paul McGowan"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#paul-mcgowan>,"Steven MacLean"@en,"paul mcgowan"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#scott-bain>,"steven maclean"@en,"scott bain"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#scott-bain>,"steven maclean"@en,"Scott Bain"@en
